pl_hostname,pl_letter,pl_name,pl_discmethod,pl_orbper,pl_orbpererr1,pl_orbpererr2,pl_orbperlim,pl_orbsmax,pl_orbsmaxerr1,pl_orbsmaxerr2,pl_orbsmaxlim,pl_orbeccen,pl_orbeccenerr1,pl_orbeccenerr2,pl_orbeccenlim,st_dist,st_disterr1,st_disterr2,st_distlim,gaia_gmag,gaia_gmagerr,gaia_gmaglim,pl_facility
Kepler-82,f,Kepler-82 f,Transit Timing Variations,75.732,0.012,-0.012,0,0.3395,0.0041,-0.0041,0,0.0014,0.0018,-0.001,0,927.97,23.07,-23.07,0,15.138,,0,KOINet
Kepler-820,b,Kepler-820 b,Transit,127.8338098,0.0003082,-0.0003082,0,,,,,,,,,989,423.94,-147.72,0,13.944,,0,Kepler
Kepler-821,b,Kepler-821 b,Transit,1.92279873,0.00000482,-0.00000482,0,,,,,,,,,619,42.67,-35.52,0,14.818,,0,Kepler
Kepler-822,b,Kepler-822 b,Transit,3.22296927,0.00000946,-0.00000946,0,,,,,,,,,956,222.7,-120.48,0,14.597,,0,Kepler
Kepler-823,b,Kepler-823 b,Transit,4.16809082,0.00001748,-0.00001748,0,,,,,,,,,896,173.94,-78.47,0,14.762,,0,Kepler
Kepler-824,b,Kepler-824 b,Transit,4.51436633,0.00001397,-0.00001397,0,,,,,,,,,1352,508.56,-171.74,0,14.883,,0,Kepler
Kepler-825,b,Kepler-825 b,Transit,3.77360059,0.00001242,-0.00001242,0,,,,,,,,,820,219.56,-124.27,0,14.145,,0,Kepler
Kepler-825,c,Kepler-825 c,Transit,8.1818246,0.00002265,-0.00002265,0,,,,,,,,,820,219.56,-124.27,0,14.145,,0,Kepler
Kepler-826,b,Kepler-826 b,Transit,4.48758907,0.00001653,-0.00001653,0,,,,,,,,,649,102.87,-73.48,0,13.412,,0,Kepler
Kepler-827,b,Kepler-827 b,Transit,51.92927591,0.00009288,-0.00009288,0,,,,,,,,,1352,177.3,-121.38,0,15.862,,0,Kepler
Kepler-828,b,Kepler-828 b,Transit,0.56785714,0.00000044,-0.00000044,0,,,,,,,,,625,33.87,-34.84,0,15.044,,0,Kepler
Kepler-829,b,Kepler-829 b,Transit,6.88337562,0.00001963,-0.00001963,0,,,,,,,,,954,196.33,-86.69,0,14.921,,0,Kepler
Kepler-83,b,Kepler-83 b,Transit,9.77,,,0,,,,,,,,,405.01,5.23,-5.23,0,15.783,,0,Kepler
Kepler-83,c,Kepler-83 c,Transit,20.09,,,0,,,,,,,,,405.01,5.23,-5.23,0,15.783,,0,Kepler
Kepler-83,d,Kepler-83 d,Transit,5.169796,0.000016,-0.000016,0,0.051,,,0,,,,,405.01,5.23,-5.23,0,15.783,,0,Kepler
Kepler-830,b,Kepler-830 b,Transit,11.29695137,0.00006299,-0.00006299,0,,,,,,,,,1122,323.71,-153.17,0,14.789,,0,Kepler
Kepler-831,b,Kepler-831 b,Transit,5.62153941,0.00001272,-0.00001272,0,,,,,,,,,577,41.61,-30.56,0,13.631,,0,Kepler
Kepler-832,b,Kepler-832 b,Transit,7.1396941,0.00002817,-0.00002817,0,,,,,,,,,1346,213.71,-119.4,0,15.859,,0,Kepler
Kepler-833,b,Kepler-833 b,Transit,18.7546998,0.00005142,-0.00005142,0,,,,,,,,,421,21.49,-19.84,0,15.469,,0,Kepler
Kepler-834,b,Kepler-834 b,Transit,13.32388301,0.00005212,-0.00005212,0,,,,,,,,,620,27.6,-27.53,0,15.928,,0,Kepler
Kepler-835,b,Kepler-835 b,Transit,11.41909375,0.00007116,-0.00007116,0,,,,,,,,,2011,380.04,-193.85,0,15.89,,0,Kepler
Kepler-836,b,Kepler-836 b,Transit,11.36112327,0.00002363,-0.00002363,0,,,,,,,,,1003,224.21,-96.42,0,14.587,,0,Kepler
Kepler-837,b,Kepler-837 b,Transit,16.56059504,0.00004293,-0.00004293,0,,,,,,,,,846,73.33,-73.81,0,15.229,,0,Kepler
Kepler-838,b,Kepler-838 b,Transit,15.74957994,0.00004687,-0.00004687,0,,,,,,,,,1210,161.23,-99.95,0,15.23,,0,Kepler
Kepler-839,b,Kepler-839 b,Transit,37.8144514,0.0001545,-0.0001545,0,,,,,,,,,833,130.72,-80.02,0,13.563,,0,Kepler
Kepler-84,b,Kepler-84 b,Transit,8.726,,,0,,,,,,,,,1443.27,1467.06,-1467.06,0,14.79,,0,Kepler
Kepler-84,c,Kepler-84 c,Transit,12.883,,,0,,,,,,,,,1443.27,1467.06,-1467.06,0,14.79,,0,Kepler
Kepler-84,d,Kepler-84 d,Transit,4.224537,0.000042,-0.000042,0,0.052,,,0,,,,,1443.27,1467.06,-1467.06,0,14.79,,0,Kepler
Kepler-84,e,Kepler-84 e,Transit,27.434389,0.000224,-0.000224,0,0.181,,,0,,,,,1443.27,1467.06,-1467.06,0,14.79,,0,Kepler
Kepler-84,f,Kepler-84 f,Transit,44.552169,0.000812,-0.000812,0,0.25,,,0,,,,,1443.27,1467.06,-1467.06,0,14.79,,0,Kepler
Kepler-840,b,Kepler-840 b,Transit,2.49577962,0.00000048,-0.00000048,0,,,,,,,,,778,178.96,-91.69,0,14.129,,0,Kepler
Kepler-841,b,Kepler-841 b,Transit,124.4198398,0.000331,-0.000331,0,,,,,,,,,1052,76.74,-74.41,0,15.744,,0,Kepler
Kepler-842,b,Kepler-842 b,Transit,1.21956827,0.0000011,-0.0000011,0,,,,,,,,,552,23.31,-29.34,0,15.13,,0,Kepler
Kepler-843,b,Kepler-843 b,Transit,2.05387982,0.0000029,-0.0000029,0,,,,,,,,,1247,284.12,-126.3,0,15.248,,0,Kepler
Kepler-844,b,Kepler-844 b,Transit,2.61302086,0.00000624,-0.00000624,0,,,,,,,,,394,23.48,-27.39,0,15.796,,0,Kepler
Kepler-845,b,Kepler-845 b,Transit,0.92785982,0.00000055,-0.00000055,0,,,,,,,,,471,20.63,-21.6,0,14.639,,0,Kepler
Kepler-846,b,Kepler-846 b,Transit,19.80792185,0.00008966,-0.00008966,0,,,,,,,,,1233,148.9,-87.54,0,15.604,,0,Kepler
Kepler-847,b,Kepler-847 b,Transit,2.3432319,0.00000757,-0.00000757,0,,,,,,,,,529,23.34,-20.16,0,14.78,,0,Kepler
Kepler-848,b,Kepler-848 b,Transit,6.91134416,0.00002461,-0.00002461,0,,,,,,,,,797,123.48,-115.25,0,14.011,,0,Kepler
Kepler-849,b,Kepler-849 b,Transit,394.6244904,0.0008875,-0.0008875,0,,,,,,,,,747,152.98,-141.81,0,12.836,,0,Kepler
Kepler-85,b,Kepler-85 b,Transit,8.306,,,0,,,,,,,,,782.09,13.95,-13.95,0,14.766,,0,Kepler
Kepler-85,c,Kepler-85 c,Transit,12.513,,,0,,,,,,,,,782.09,13.95,-13.95,0,14.766,,0,Kepler
Kepler-85,d,Kepler-85 d,Transit,17.91323,0.000266,-0.000266,0,0.13,,,0,,,,,782.09,13.95,-13.95,0,14.766,,0,Kepler
Kepler-85,e,Kepler-85 e,Transit,25.216751,0.000718,-0.000718,0,0.163,,,0,,,,,782.09,13.95,-13.95,0,14.766,,0,Kepler
Kepler-850,b,Kepler-850 b,Transit,7.19303878,0.00003818,-0.00003818,0,,,,,,,,,1535,399.36,-175.69,0,15.427,,0,Kepler
Kepler-851,b,Kepler-851 b,Transit,8.50699658,0.00003708,-0.00003708,0,,,,,,,,,869,83.89,-60.87,0,15.108,,0,Kepler
Kepler-852,b,Kepler-852 b,Transit,44.9309804,0.00024,-0.00024,0,,,,,,,,,854,44.05,-40.44,0,13.907,,0,Kepler
Kepler-853,b,Kepler-853 b,Transit,7.16892463,0.00002302,-0.00002302,0,,,,,,,,,610,167.86,-95.89,0,12.248,,0,Kepler
Kepler-854,b,Kepler-854 b,Transit,2.14463285,0.00000068,-0.00000068,0,,,,,,,,,741,299.8,-107.88,0,13.504,,0,Kepler
Kepler-855,b,Kepler-855 b,Transit,7.8866311,0.00000247,-0.00000247,0,,,,,,,,,1043,211.48,-107.47,0,15.019,,0,Kepler
Kepler-856,b,Kepler-856 b,Transit,8.02768059,0.00000201,-0.00000201,0,,,,,,,,,1175,158.82,-78.49,0,15.557,,0,Kepler
Kepler-857,b,Kepler-857 b,Transit,85.35129427,0.00009562,-0.00009562,0,,,,,,,,,1039,263.37,-112.4,0,15.064,,0,Kepler
Kepler-858,b,Kepler-858 b,Transit,76.13602028,0.00005533,-0.00005533,0,,,,,,,,,296,14.66,-13.2,0,12.411,,0,Kepler
Kepler-859,b,Kepler-859 b,Transit,20.38177573,0.00005321,-0.00005321,0,,,,,,,,,915,42,-47.43,0,15.88,,0,Kepler
Kepler-860,b,Kepler-860 b,Transit,5.10137945,0.00000894,-0.00000894,0,,,,,,,,,1295,319.75,-137.46,0,15.403,,0,Kepler
Kepler-861,b,Kepler-861 b,Transit,3.94963138,0.00000549,-0.00000549,0,,,,,,,,,806,40.31,-41.15,0,15.596,,0,Kepler
Kepler-862,b,Kepler-862 b,Transit,3.14866453,0.00000703,-0.00000703,0,,,,,,,,,806,70.49,-54.5,0,15.303,,0,Kepler
Kepler-863,b,Kepler-863 b,Transit,15.59461874,0.00004285,-0.00004285,0,,,,,,,,,1145,288.52,-130.49,0,15.446,,0,Kepler
Kepler-864,b,Kepler-864 b,Transit,5.83376092,0.00001891,-0.00001891,0,,,,,,,,,1573,409.26,-141.7,0,15.782,,0,Kepler
Kepler-865,b,Kepler-865 b,Transit,14.16399294,0.00002463,-0.00002463,0,,,,,,,,,664,139.31,-68.31,0,14.504,,0,Kepler
Kepler-866,b,Kepler-866 b,Transit,2.61703254,0.00000731,-0.00000731,0,,,,,,,,,690,31.69,-44.67,0,15.797,,0,Kepler
Kepler-867,b,Kepler-867 b,Transit,150.242127,0.0006047,-0.0006047,0,,,,,,,,,824,56.53,-41.6,0,14.885,,0,Kepler
Kepler-868,b,Kepler-868 b,Transit,5.03251791,0.00002082,-0.00002082,0,,,,,,,,,1269,123.67,-96.8,0,15.618,,0,Kepler
Kepler-869,b,Kepler-869 b,Transit,40.4287755,0.0001799,-0.0001799,0,,,,,,,,,957,220.03,-79,0,14.969,,0,Kepler
Kepler-87,b,Kepler-87 b,Transit,114.73635,0.00015,-0.00015,0,0.481,0.026,-0.028,0,0.036,0.009,-0.009,0,1277.88,28.8,-28.8,0,14.587,,0,Kepler
Kepler-87,c,Kepler-87 c,Transit,191.2318,0.0015,-0.0015,0,0.676,0.037,-0.04,0,0.039,0.012,-0.012,0,1277.88,28.8,-28.8,0,14.587,,0,Kepler
Kepler-870,b,Kepler-870 b,Transit,21.3587621,0.0001184,-0.0001184,0,,,,,,,,,1231,225.57,-132.72,0,15.222,,0,Kepler
Kepler-871,b,Kepler-871 b,Transit,22.0459018,0.0001072,-0.0001072,0,,,,,,,,,1695,452.96,-199.26,0,15.642,,0,Kepler
Kepler-872,b,Kepler-872 b,Transit,2.57885507,0.00000517,-0.00000517,0,,,,,,,,,1114,275.54,-139.05,0,15.071,,0,Kepler
Kepler-873,b,Kepler-873 b,Transit,20.5533844,0.00007327,-0.00007327,0,,,,,,,,,1397,576.67,-203.77,0,14.795,,0,Kepler
Kepler-874,b,Kepler-874 b,Transit,40.0686727,0.0001013,-0.0001013,0,,,,,,,,,1072,291.27,-159.64,0,14.694,,0,Kepler
Kepler-875,b,Kepler-875 b,Transit,27.5073799,0.0001536,-0.0001536,0,,,,,,,,,1244,349.6,-192.97,0,15.21,,0,Kepler
Kepler-876,b,Kepler-876 b,Transit,5.14438011,0.00002466,-0.00002466,0,,,,,,,,,735,36.62,-39.85,0,15.33,,0,Kepler
Kepler-877,b,Kepler-877 b,Transit,18.45847097,0.00004779,-0.00004779,0,,,,,,,,,572,38.11,-36.45,0,14.523,,0,Kepler
Kepler-878,b,Kepler-878 b,Transit,25.9422033,0.0001029,-0.0001029,0,,,,,,,,,567,28.37,-30.37,0,14.79,,0,Kepler
Kepler-879,b,Kepler-879 b,Transit,33.3855938,0.000142,-0.000142,0,,,,,,,,,772,162.65,-75.25,0,14.238,,0,Kepler
Kepler-880,b,Kepler-880 b,Transit,7.71468975,0.00001918,-0.00001918,0,,,,,,,,,673,265.15,-109.06,0,11.964,,0,Kepler
Kepler-881,b,Kepler-881 b,Transit,4.44448017,0.0000253,-0.0000253,0,,,,,,,,,1364,327.93,-149.53,0,15.177,,0,Kepler
Kepler-882,b,Kepler-882 b,Transit,3.98953967,0.00000976,-0.00000976,0,,,,,,,,,525,60.76,-42.07,0,14.077,,0,Kepler
Kepler-883,b,Kepler-883 b,Transit,12.98495573,0.00003436,-0.00003436,0,,,,,,,,,549,49.82,-39.23,0,13.007,,0,Kepler
Kepler-884,b,Kepler-884 b,Transit,5.69919514,0.00001359,-0.00001359,0,,,,,,,,,420,15.95,-14.26,0,13.047,,0,Kepler
Kepler-885,b,Kepler-885 b,Transit,18.11472949,0.00005308,-0.00005308,0,,,,,,,,,632,100.88,-67.37,0,12.788,,0,Kepler
Kepler-886,b,Kepler-886 b,Transit,6.24146367,0.00002154,-0.00002154,0,,,,,,,,,857,227.98,-111.91,0,13.894,,0,Kepler
Kepler-887,b,Kepler-887 b,Transit,20.42228798,0.00009225,-0.00009225,0,,,,,,,,,831,118.63,-74.76,0,13.45,,0,Kepler
Kepler-887,c,Kepler-887 c,Transit,7.63846023,0.00004957,-0.00004957,0,,,,,,,,,831,118.63,-74.76,0,13.45,,0,Kepler
Kepler-888,b,Kepler-888 b,Transit,70.6979061,0.0003086,-0.0003086,0,,,,,,,,,413,14.13,-13.3,0,12.981,,0,Kepler
Kepler-889,b,Kepler-889 b,Transit,3.744439,0.00001366,-0.00001366,0,,,,,,,,,513,90.07,-58.09,0,12.68,,0,Kepler
Kepler-890,b,Kepler-890 b,Transit,52.75875577,0.00003345,-0.00003345,0,,,,,,,,,1387,439.65,-168.91,0,15.136,,0,Kepler
Kepler-891,b,Kepler-891 b,Transit,53.44945593,0.00006578,-0.00006578,0,,,,,,,,,1372,313.53,-135.01,0,15.273,,0,Kepler
Kepler-892,b,Kepler-892 b,Transit,13.7521072,0.00003106,-0.00003106,0,,,,,,,,,640,25.07,-34.99,0,15.59,,0,Kepler
Kepler-893,b,Kepler-893 b,Transit,6.33855761,0.00001361,-0.00001361,0,,,,,,,,,1216,199.77,-104.85,0,15.174,,0,Kepler
Kepler-894,b,Kepler-894 b,Transit,9.803224,0.00003027,-0.00003027,0,,,,,,,,,1090,123.63,-108.79,0,15.406,,0,Kepler
Kepler-895,b,Kepler-895 b,Transit,2.80624233,0.00000817,-0.00000817,0,,,,,,,,,516,25.27,-23.29,0,15.98,,0,Kepler
Kepler-896,b,Kepler-896 b,Transit,144.547396,0.002274,-0.002274,0,,,,,,,,,896,59.85,-65.23,0,15.431,,0,Kepler
Kepler-897,b,Kepler-897 b,Transit,8.0472642,0.00002943,-0.00002943,0,,,,,,,,,1147,311.52,-127.69,0,15.079,,0,Kepler
Kepler-898,b,Kepler-898 b,Transit,5.8706191,0.0000207,-0.0000207,0,,,,,,,,,479,18.86,-20.18,0,15.939,,0,Kepler
Kepler-899,b,Kepler-899 b,Transit,19.17891293,0.00008075,-0.00008075,0,,,,,,,,,1038,184.74,-107,0,15.382,,0,Kepler
Kepler-9,b,Kepler-9 b,Transit,19.23891,0.00006,-0.00006,0,0.143,0.007,-0.006,0,0.0609,0.001,-0.0013,0,614,13,-13,0,13.781,,0,Kepler
Kepler-9,c,Kepler-9 c,Transit,38.9853,0.0003,-0.0003,0,0.227,0.012,-0.008,0,0.06691,0.0001,-0.00012,0,614,13,-13,0,13.781,,0,Kepler
Kepler-9,d,Kepler-9 d,Transit,1.592851,0.000045,-0.000045,0,0.0273,0.00042,-0.00043,0,,,,,614,13,-13,0,13.781,,0,Kepler
KOI-351,i,Kepler-90 i,Transit,14.44912,0.0002,-0.0002,0,,,,0,,,,0,780,100,-100,0,13.74,,0,Kepler
Kepler-900,b,Kepler-900 b,Transit,6.9913086,0.00001434,-0.00001434,0,,,,,,,,,505,23.27,-25.42,0,14.945,,0,Kepler
Kepler-901,b,Kepler-901 b,Transit,3.51749439,0.00000352,-0.00000352,0,,,,,,,,,241,14.92,-15.04,0,14.68,,0,Kepler
Kepler-902,b,Kepler-902 b,Transit,40.1099547,0.0001551,-0.0001551,0,,,,,,,,,904,116.01,-67.81,0,14.858,,0,Kepler
Kepler-903,b,Kepler-903 b,Transit,10.3507721,0.00005128,-0.00005128,0,,,,,,,,,829,142.58,-71.62,0,14.615,,0,Kepler
Kepler-903,c,Kepler-903 c,Transit,62.9228557,0.0007353,-0.0007353,0,,,,,,,,,829,142.58,-71.62,0,14.615,,0,Kepler
Kepler-904,b,Kepler-904 b,Transit,3.02166863,0.00000893,-0.00000893,0,,,,,,,,,1151,382.57,-162.87,0,14.392,,0,Kepler
Kepler-905,b,Kepler-905 b,Transit,5.08274652,0.00000837,-0.00000837,0,,,,,,,,,521,12.97,-12.44,0,13.95,,0,Kepler
Kepler-906,b,Kepler-906 b,Transit,41.6979976,0.0001595,-0.0001595,0,,,,,,,,,758,33.55,-33.89,0,13.918,,0,Kepler
Kepler-907,b,Kepler-907 b,Transit,15.86621821,0.00006487,-0.00006487,0,,,,,,,,,352,15.67,-14.13,0,11.462,,0,Kepler
Kepler-908,b,Kepler-908 b,Transit,1.34059747,0.00000195,-0.00000195,0,,,,,,,,,250,17.65,-15.56,0,11.465,,0,Kepler
Kepler-909,b,Kepler-909 b,Transit,13.93290318,0.00004462,-0.00004462,0,,,,,,,,,318,33.11,-22.67,0,11.51,,0,Kepler
Kepler-91,b,Kepler-91 b,Transit,6.24658,0.00008,-0.00008,0,0.0731,0.0034,-0.0031,0,,,,,1344.56,43.59,-43.59,0,12.476,,0,Kepler
Kepler-910,b,Kepler-910 b,Transit,2.36436901,0.00000883,-0.00000883,0,,,,,,,,,402,10.73,-11.54,0,11.529,,0,Kepler
Kepler-911,b,Kepler-911 b,Transit,20.310501,0.00005659,-0.00005659,0,,,,,,,,,567,18.07,-21.55,0,11.829,,0,Kepler
Kepler-912,b,Kepler-912 b,Transit,2.53475627,0.00000798,-0.00000798,0,,,,,,,,,1265,394.63,-207.83,0,15.326,,0,Kepler
Kepler-913,b,Kepler-913 b,Transit,10.29672521,0.00003426,-0.00003426,0,,,,,,,,,597,13.64,-13.67,0,15.739,,0,Kepler
Kepler-914,b,Kepler-914 b,Transit,4.40966548,0.00001193,-0.00001193,0,,,,,,,,,678,77.58,-54.99,0,13.548,,0,Kepler
Kepler-915,b,Kepler-915 b,Transit,4.59489604,0.00001413,-0.00001413,0,,,,,,,,,806,174.96,-100.57,0,13.241,,0,Kepler
Kepler-916,b,Kepler-916 b,Transit,32.2968798,0.0002489,-0.0002489,0,,,,,,,,,769,52.27,-46.79,0,15.175,,0,Kepler
Kepler-917,b,Kepler-917 b,Transit,2.97041437,0.00000913,-0.00000913,0,,,,,,,,,1027,130.82,-86.23,0,15.853,,0,Kepler
Kepler-918,b,Kepler-918 b,Transit,4.85386933,0.00003676,-0.00003676,0,,,,,,,,,1245,284.43,-141.11,0,14.955,,0,Kepler
Kepler-919,b,Kepler-919 b,Transit,11.04603384,0.000066,-0.000066,0,,,,,,,,,1219,467.51,-159.1,0,14.678,,0,Kepler
Kepler-92,b,Kepler-92 b,Transit,13.749,,,0,,,,,,,,,484.62,5.48,-5.48,0,11.745,,0,Kepler
Kepler-92,c,Kepler-92 c,Transit,26.723,,,0,,,,,,,,,484.62,5.48,-5.48,0,11.745,,0,Kepler
Kepler-92,d,Kepler-92 d,Transit,49.3568,0.0024,-0.0024,0,,,,,0.07,0.34,-0.04,0,484.62,5.48,-5.48,0,11.745,,0,Kepler
Kepler-920,b,Kepler-920 b,Transit,6.53192704,0.00002296,-0.00002296,0,,,,,,,,,926,79.37,-60.1,0,15.268,,0,Kepler
Kepler-920,c,Kepler-920 c,Transit,100.8274113,0.0007063,-0.0007063,0,,,,,,,,,926,79.37,-60.1,0,15.268,,0,Kepler
Kepler-921,b,Kepler-921 b,Transit,51.300634,0.0006728,-0.0006728,0,,,,,,,,,847,98.37,-73.31,0,14.705,,0,Kepler
Kepler-922,b,Kepler-922 b,Transit,0.93846683,0.00000095,-0.00000095,0,,,,,,,,,558,68.3,-45.13,0,13.745,,0,Kepler
Kepler-923,b,Kepler-923 b,Transit,6.93366476,0.00003537,-0.00003537,0,,,,,,,,,966,190.25,-130.67,0,14.012,,0,Kepler
Kepler-924,b,Kepler-924 b,Transit,61.0370117,0.0003366,-0.0003366,0,,,,,,,,,995,354.67,-155.09,0,14.137,,0,Kepler
Kepler-925,b,Kepler-925 b,Transit,33.8678531,0.0001704,-0.0001704,0,,,,,,,,,623,27.48,-27.64,0,15.816,,0,Kepler
Kepler-926,b,Kepler-926 b,Transit,52.0688601,0.0001903,-0.0001903,0,,,,,,,,,771,188.4,-78.88,0,14.259,,0,Kepler
Kepler-927,b,Kepler-927 b,Transit,9.1149903,0.00003533,-0.00003533,0,,,,,,,,,879,201.62,-80.24,0,14.601,,0,Kepler
Kepler-928,b,Kepler-928 b,Transit,3.9324613,0.00000965,-0.00000965,0,,,,,,,,,532,24.8,-37.63,0,15.323,,0,Kepler
Kepler-929,b,Kepler-929 b,Transit,0.92103214,0.00000315,-0.00000315,0,,,,,,,,,820,208.26,-118.04,0,14.504,,0,Kepler
Kepler-93,b,Kepler-93 b,Transit,4.72674,0.000001,-0.000001,0,,,,0,0,,,0,96.18,0.22,-0.22,0,9.862,,0,Kepler
Kepler-93,c,Kepler-93 c,Radial Velocity,1460,,,-1,,,,,,,,,96.18,0.22,-0.22,0,9.862,,0,W. M. Keck Observatory
Kepler-930,b,Kepler-930 b,Transit,71.4517775,0.0007523,-0.0007523,0,,,,,,,,,905,386.74,-187.11,0,13.763,,0,Kepler
Kepler-931,b,Kepler-931 b,Transit,8.03755877,0.00002315,-0.00002315,0,,,,,,,,,490,53.41,-35.21,0,14.488,,0,Kepler
Kepler-932,b,Kepler-932 b,Transit,1.9214374,0.00000212,-0.00000212,0,,,,,,,,,478,47.04,-34.26,0,14.136,,0,Kepler
Kepler-933,b,Kepler-933 b,Transit,14.20443009,0.00006185,-0.00006185,0,,,,,,,,,922,78.43,-61.3,0,15.438,,0,Kepler
Kepler-934,b,Kepler-934 b,Transit,55.6738309,0.0002829,-0.0002829,0,,,,,,,,,603,29.4,-30.42,0,15.034,,0,Kepler
Kepler-935,b,Kepler-935 b,Transit,4.88083852,0.00001481,-0.00001481,0,,,,,,,,,482,22.99,-25.06,0,14.9,,0,Kepler
Kepler-936,b,Kepler-936 b,Transit,10.56134221,0.00004545,-0.00004545,0,,,,,,,,,687,87.73,-47.53,0,14.789,,0,Kepler
Kepler-937,b,Kepler-937 b,Transit,67.668827,0.0005833,-0.0005833,0,,,,,,,,,1482,508.28,-191.89,0,15.194,,0,Kepler
Kepler-937,c,Kepler-937 c,Transit,153.343364,0.003287,-0.003287,0,,,,,,,,,1482,508.28,-191.89,0,15.194,,0,Kepler
Kepler-938,b,Kepler-938 b,Transit,52.6298417,0.0002898,-0.0002898,0,,,,,,,,,861,94.09,-63.98,0,,,,Kepler
Kepler-939,b,Kepler-939 b,Transit,14.878296,0.0001256,-0.0001256,0,,,,,,,,,1029,113.65,-89.64,0,15.52,,0,Kepler
Kepler-94,b,Kepler-94 b,Transit,2.50806,,,0,,,,,,,,,192.97,0.82,-0.82,0,12.857,,0,Kepler
Kepler-94,c,Kepler-94 c,Radial Velocity,820.3,3,-3,0,,,,,,,,,192.97,0.82,-0.82,0,12.857,,0,W. M. Keck Observatory
Kepler-940,b,Kepler-940 b,Transit,59.6225257,0.0003015,-0.0003015,0,,,,,,,,,1317,182.31,-117.8,0,15.497,,0,Kepler
Kepler-941,b,Kepler-941 b,Transit,17.42395198,0.000083,-0.000083,0,,,,,,,,,1105,129.33,-106.83,0,15.572,,0,Kepler
Kepler-942,b,Kepler-942 b,Transit,44.96417488,0.00006962,-0.00006962,0,,,,,,,,,218,5.59,-5.36,0,13.066,,0,Kepler
Kepler-943,b,Kepler-943 b,Transit,49.7701438,0.0001172,-0.0001172,0,,,,,,,,,1239,151.99,-108.72,0,15.639,,0,Kepler
Kepler-944,b,Kepler-944 b,Transit,43.3167737,0.0002351,-0.0002351,0,,,,,,,,,1035,98.99,-84.47,0,15.711,,0,Kepler
Kepler-945,b,Kepler-945 b,Transit,31.0033814,0.0002081,-0.0002081,0,,,,,,,,,1543,273.72,-146.45,0,15.86,,0,Kepler
Kepler-946,b,Kepler-946 b,Transit,11.79162572,0.00005506,-0.00005506,0,,,,,,,,,918,156.08,-94.34,0,14.923,,0,Kepler
Kepler-947,b,Kepler-947 b,Transit,26.9644317,0.000157,-0.000157,0,,,,,,,,,1188,118.29,-107.6,0,15.752,,0,Kepler
Kepler-948,b,Kepler-948 b,Transit,7.76846622,0.00004201,-0.00004201,0,,,,,,,,,884,153.24,-80.42,0,14.786,,0,Kepler
Kepler-949,b,Kepler-949 b,Transit,8.6893073,0.00000963,-0.00000963,0,,,,,,,,,572,74.23,-50.82,0,14.508,,0,Kepler
Kepler-95,b,Kepler-95 b,Transit,11.5231,,,0,,,,,,,,,451.38,5.81,-5.81,0,12.304,,0,Kepler
Kepler-950,b,Kepler-950 b,Transit,98.7180406,0.0001748,-0.0001748,0,,,,,,,,,1489,253.03,-146.82,0,15.681,,0,Kepler
Kepler-951,b,Kepler-951 b,Transit,71.52530845,0.00008419,-0.00008419,0,,,,,,,,,408,18.81,-20.71,0,14.491,,0,Kepler
Kepler-952,b,Kepler-952 b,Transit,130.3546919,0.0002069,-0.0002069,0,,,,,,,,,1167,254.09,-104.12,0,15.188,,0,Kepler
Kepler-953,b,Kepler-953 b,Transit,88.40655258,0.00008306,-0.00008306,0,,,,,,,,,240,20.99,-17.5,0,12.143,,0,Kepler
Kepler-953,c,Kepler-953 c,Transit,9.10967112,0.00002528,-0.00002528,0,,,,,,,,,240,20.99,-17.5,0,12.143,,0,Kepler
Kepler-954,b,Kepler-954 b,Transit,16.78176602,0.00001593,-0.00001593,0,,,,,,,,,224,6.1,-6.43,0,12.943,,0,Kepler
Kepler-955,b,Kepler-955 b,Transit,14.53244172,0.00001662,-0.00001662,0,,,,,,,,,637,53.09,-35.66,0,14.627,,0,Kepler
Kepler-956,b,Kepler-956 b,Transit,5.24867263,0.00000312,-0.00000312,0,,,,,,,,,631,164.88,-77.61,0,13.289,,0,Kepler
Kepler-957,b,Kepler-957 b,Transit,5.90741354,0.00000507,-0.00000507,0,,,,,,,,,749,38.35,-42.82,0,15.691,,0,Kepler
Kepler-958,b,Kepler-958 b,Transit,9.7678805,0.0000111,-0.0000111,0,,,,,,,,,467,20.91,-18.28,0,13.73,,0,Kepler
Kepler-959,b,Kepler-959 b,Transit,14.80074836,0.00004706,-0.00004706,0,,,,,,,,,1003,272,-202.88,0,12.466,,0,Kepler
Kepler-96,b,Kepler-96 b,Transit,16.2385,,,0,,,,,,,,,123.32,0.4,-0.4,0,10.297,,0,Kepler
Kepler-960,b,Kepler-960 b,Transit,3.12686223,0.00000167,-0.00000167,0,,,,,,,,,298,11.93,-13.29,0,13.841,,0,Kepler
Kepler-961,b,Kepler-961 b,Transit,16.87727414,0.00002872,-0.00002872,0,,,,,,,,,607,23.89,-22.14,0,14.043,,0,Kepler
Kepler-962,b,Kepler-962 b,Transit,12.05707239,0.00001586,-0.00001586,0,,,,,,,,,439,13.78,-14.89,0,13.558,,0,Kepler
Kepler-963,b,Kepler-963 b,Transit,9.97683705,0.00001568,-0.00001568,0,,,,,,,,,786,93.61,-60.7,0,14.912,,0,Kepler
Kepler-964,b,Kepler-964 b,Transit,13.5225106,0.00002258,-0.00002258,0,,,,,,,,,478,14.37,-15.44,0,13.903,,0,Kepler
