pl_hostname,pl_letter,pl_name,pl_discmethod,pl_orbper,pl_orbpererr1,pl_orbpererr2,pl_orbperlim,pl_orbsmax,pl_orbsmaxerr1,pl_orbsmaxerr2,pl_orbsmaxlim,pl_orbeccen,pl_orbeccenerr1,pl_orbeccenerr2,pl_orbeccenlim,st_dist,st_disterr1,st_disterr2,st_distlim,gaia_gmag,gaia_gmagerr,gaia_gmaglim,pl_facility
Kepler-965,b,Kepler-965 b,Transit,134.2527298,0.0005661,-0.0005661,0,,,,,,,,,618,102.01,-69.26,0,13.333,,0,Kepler
Kepler-966,b,Kepler-966 b,Transit,99.747622,0.0004523,-0.0004523,0,,,,,,,,,773,197.77,-85.79,0,14.444,,0,Kepler
Kepler-967,b,Kepler-967 b,Transit,13.22713379,0.00002209,-0.00002209,0,,,,,,,,,499,18.68,-18,0,14.451,,0,Kepler
Kepler-967,c,Kepler-967 c,Transit,198.7112502,0.0006558,-0.0006558,0,,,,,,,,,499,18.68,-18,0,14.451,,0,Kepler
Kepler-968,b,Kepler-968 b,Transit,3.69298373,0.00000361,-0.00000361,0,,,,,,,,,312,11.3,-12.89,0,14.25,,0,Kepler
Kepler-968,c,Kepler-968 c,Transit,5.70940492,0.00000954,-0.00000954,0,,,,,,,,,312,11.3,-12.89,0,14.25,,0,Kepler
Kepler-969,b,Kepler-969 b,Transit,34.1731714,0.00007358,-0.00007358,0,,,,,,,,,411,7.89,-7.61,0,13.722,,0,Kepler
Kepler-969,c,Kepler-969 c,Transit,1.6829346,0.00000293,-0.00000293,0,,,,,,,,,411,7.89,-7.61,0,13.722,,0,Kepler
Kepler-97,b,Kepler-97 b,Transit,2.58664,,,0,,,,,,,,,405.58,3.58,-3.58,0,12.813,,0,Kepler
Kepler-97,c,Kepler-97 c,Radial Velocity,789,,,-1,,,,,,,,,405.58,3.58,-3.58,0,12.813,,0,W. M. Keck Observatory
Kepler-970,b,Kepler-970 b,Transit,16.73652231,0.00002699,-0.00002699,0,,,,,,,,,350,18.73,-26.52,0,14.806,,0,Kepler
Kepler-971,b,Kepler-971 b,Transit,9.59070716,0.0000232,-0.0000232,0,,,,,,,,,345,35.44,-26.54,0,13.218,,0,Kepler
Kepler-972,b,Kepler-972 b,Transit,7.03932553,0.00001608,-0.00001608,0,,,,,,,,,1304,428.5,-230.37,0,14.892,,0,Kepler
Kepler-973,b,Kepler-973 b,Transit,49.6077331,0.0001208,-0.0001208,0,,,,,,,,,297,8.54,-9.32,0,13.234,,0,Kepler
Kepler-974,b,Kepler-974 b,Transit,4.19449651,0.00000503,-0.00000503,0,,,,,,,,,121,6.44,-6.49,0,14.413,,0,Kepler
Kepler-975,b,Kepler-975 b,Transit,1.97034246,0.00000236,-0.00000236,0,,,,,,,,,404,19.39,-18.7,0,14.452,,0,Kepler
Kepler-976,b,Kepler-976 b,Transit,105.9564148,0.0004626,-0.0004626,0,,,,,,,,,1020,69.7,-53.49,0,15.803,,0,Kepler
Kepler-977,b,Kepler-977 b,Transit,26.85328322,0.00006393,-0.00006393,0,,,,,,,,,664,47.59,-38.36,0,14.823,,0,Kepler
Kepler-978,b,Kepler-978 b,Transit,49.6221509,0.000171,-0.000171,0,,,,,,,,,624,141.54,-68.11,0,13.374,,0,Kepler
Kepler-979,b,Kepler-979 b,Transit,8.0880135,0.00001135,-0.00001135,0,,,,,,,,,606,62.21,-42.17,0,14.625,,0,Kepler
Kepler-98,b,Kepler-98 b,Transit,1.54168,,,0,,,,,,,,,353.87,2.99,-2.99,0,12.869,,0,Kepler
Kepler-980,b,Kepler-980 b,Transit,11.55102504,0.00002754,-0.00002754,0,,,,,,,,,804,63.77,-51.43,0,14.112,,0,Kepler
Kepler-981,b,Kepler-981 b,Transit,4.46975774,0.00000586,-0.00000586,0,,,,,,,,,913,119.87,-73.34,0,14.704,,0,Kepler
Kepler-982,b,Kepler-982 b,Transit,15.7738221,0.00004115,-0.00004115,0,,,,,,,,,702,144.46,-84.85,0,12.987,,0,Kepler
Kepler-983,b,Kepler-983 b,Transit,60.0855082,0.0002611,-0.0002611,0,,,,,,,,,655,23.02,-23.32,0,13.986,,0,Kepler
Kepler-984,b,Kepler-984 b,Transit,43.0342272,0.0001479,-0.0001479,0,,,,,,,,,461,27.41,-22.58,0,13.468,,0,Kepler
Kepler-985,b,Kepler-985 b,Transit,116.331901,0.001381,-0.001381,0,,,,,,,,,741,27.94,-26.54,0,14.717,,0,Kepler
Kepler-986,b,Kepler-986 b,Transit,56.4349938,0.0001446,-0.0001446,0,,,,,,,,,563,68.13,-44.89,0,13.642,,0,Kepler
Kepler-987,b,Kepler-987 b,Transit,105.3033148,0.0004783,-0.0004783,0,,,,,,,,,936,37.28,-36,0,14.979,,0,Kepler
Kepler-988,b,Kepler-988 b,Transit,17.76080053,0.00002728,-0.00002728,0,,,,,,,,,248,14.06,-13.39,0,15.213,,0,Kepler
Kepler-989,b,Kepler-989 b,Transit,7.96431535,0.00000962,-0.00000962,0,,,,,,,,,484,24.94,-25.2,0,14.408,,0,Kepler
Kepler-99,b,Kepler-99 b,Transit,4.60358,,,0,,,,,,,,,209.63,1.04,-1.04,0,12.962,,0,Kepler
Kepler-990,b,Kepler-990 b,Transit,9.91723428,0.00002468,-0.00002468,0,,,,,,,,,933,242.95,-130.03,0,14.495,,0,Kepler
Kepler-990,c,Kepler-990 c,Transit,0.53835431,0.00000067,-0.00000067,0,,,,,,,,,933,242.95,-130.03,0,14.495,,0,Kepler
Kepler-991,b,Kepler-991 b,Transit,82.5342519,0.0003449,-0.0003449,0,,,,,,,,,370,16.66,-16.5,0,15.148,,0,Kepler
Kepler-992,b,Kepler-992 b,Transit,20.16034462,0.00005016,-0.00005016,0,,,,,,,,,268,6.79,-7.68,0,13.39,,0,Kepler
Kepler-993,b,Kepler-993 b,Transit,22.08557563,0.00004655,-0.00004655,0,,,,,,,,,298,14.99,-14.13,0,15.924,,0,Kepler
Kepler-994,b,Kepler-994 b,Transit,1.15116651,0.00000057,-0.00000057,0,,,,,,,,,170,9.38,-9.36,0,14.465,,0,Kepler
Kepler-995,b,Kepler-995 b,Transit,28.26731672,0.00008643,-0.00008643,0,,,,,,,,,659,44.56,-44.11,0,14.881,,0,Kepler
Kepler-996,b,Kepler-996 b,Transit,3.77059058,0.00000806,-0.00000806,0,,,,,,,,,1098,345.52,-146.78,0,14.639,,0,Kepler
Kepler-997,b,Kepler-997 b,Transit,2.70730672,0.00000552,-0.00000552,0,,,,,,,,,470,112.98,-88.85,0,11.848,,0,Kepler
Kepler-998,b,Kepler-998 b,Transit,5.65377733,0.00001059,-0.00001059,0,,,,,,,,,996,260.25,-133.44,0,14.341,,0,Kepler
Kepler-999,b,Kepler-999 b,Transit,5.99185702,0.00000817,-0.00000817,0,,,,,,,,,568,156.76,-116.29,0,12.234,,0,Kepler
L 168-9,b,L 168-9 b,Transit,1.4015,0.00018,-0.00018,0,0.02091,0.00024,-0.00024,0,0.21,,,1,25.17,0.02,-0.02,0,10.232,,0,Transiting Exoplanet Survey Satellite (TESS)
L 98-59,b,L 98-59 b,Transit,2.25314,0.00002,-0.00002,0,0.0233,0.0017,-0.0017,0,0.1,0.17,-0.07,0,10.62,0,0,0,10.598,,0,Transiting Exoplanet Survey Satellite (TESS)
L 98-59,c,L 98-59 c,Transit,3.690621,0.000013,-0.000014,0,0.0324,0.0023,-0.0024,0,0.09,0.16,-0.07,0,10.62,0,0,0,10.598,,0,Transiting Exoplanet Survey Satellite (TESS)
L 98-59,d,L 98-59 d,Transit,7.45086,0.00004,-0.00005,0,0.052,0.004,-0.004,0,0.2,0.32,-0.16,0,10.62,0,0,0,10.598,,0,Transiting Exoplanet Survey Satellite (TESS)
LHS 1140,b,LHS 1140 b,Transit,24.736959,0.00008,-0.00008,0,0.0936,0.0024,-0.0024,0,0.06,,,1,14.99,0.02,-0.02,0,12.671,,0,MEarth Project
LHS 1140,c,LHS 1140 c,Transit,3.777931,0.000003,-0.000003,0,0.02675,0.0007,-0.0007,0,0.31,,,1,14.99,0.02,-0.02,0,12.671,,0,Multiple Observatories
LHS 1815,b,LHS 1815 b,Transit,3.81433,0.00003,-0.00003,0,0.0404,0.0094,-0.0094,0,0,,,0,29.87,0.02,-0.02,0,11.236,,0,Transiting Exoplanet Survey Satellite (TESS)
LHS 3844,b,LHS 3844 b,Transit,0.46292913,0.0000019,-0.0000019,0,0.00622,0.00017,-0.00017,0,,,,0,14.9,0.01,-0.01,0,13.393,,0,Transiting Exoplanet Survey Satellite (TESS)
LP 791-18,b,LP 791-18 b,Transit,0.948005,0.0000058,-0.0000058,0,0.00969,0.00032,-0.00035,0,0,,,0,26.49,0.06,-0.06,0,15.072,,0,Transiting Exoplanet Survey Satellite (TESS)
LP 791-18,c,LP 791-18 c,Transit,4.989963,0.00005,-0.00005,0,0.029392,0.00098,-0.00105,0,0,,,0,26.49,0.06,-0.06,0,15.072,,0,Transiting Exoplanet Survey Satellite (TESS)
LSPM J2116+0234,b,LSPM J2116+0234 b,Radial Velocity,14.4399,0.0078,-0.0087,0,0.0876,0.0022,-0.0021,0,0.183,0.062,-0.063,0,17.64,0.02,-0.02,0,10.86,,0,Calar Alto Observatory
LTT 1445 A,b,LTT 1445 A b,Transit,5.35882,0.0003,-0.00031,0,0.03807,0.00068,-0.00071,0,0.19,0.35,-0.14,0,6.87,0,0,0,10.047,,0,Transiting Exoplanet Survey Satellite (TESS)
LkCa 15,b,LkCa 15 b,Imaging,,,,,14.7,2.1,-2.1,0,,,,,158.87,1.22,-1.22,0,11.589,,0,Large Binocular Telescope Observatory
LkCa 15,c,LkCa 15 c,Imaging,,,,,18.6,2.5,-2.5,0,,,,,158.87,1.22,-1.22,0,11.589,,0,Large Binocular Telescope Observatory
Lupus-TR-3,b,Lupus-TR-3 b,Transit,3.91405,0.00004,-0.00004,0,0.0464,0.0007,-0.0007,0,0,,,0,2000,,,0,18.765,,0,Multiple Observatories
MASCARA-1,b,MASCARA-1 b,Transit,2.14878,0.000008,-0.000008,0,0.043,0.005,-0.005,0,0,,,0,188.7,10.7,-10.7,0,8.242,,0,Multiple Observatories
MASCARA-4,b,MASCARA-4 b,Transit,2.82406,0.00003,-0.00003,0,0.047,0.004,-0.004,0,0,,,0,171.54,0.94,-0.94,0,8.174,,0,Multiple Observatories
MOA-2007-BLG-192L,b,MOA-2007-BLG-192L b,Microlensing,,,,,0.62,0.22,-0.16,0,,,,,1000,400,-400,0,,,,MOA
MOA-2007-BLG-400L,b,MOA-2007-BLG-400L b,Microlensing,,,,,0.72,0.38,-0.16,0,,,,,5800,600,-800,0,,,,MOA
MOA-2008-BLG-310L,b,MOA-2008-BLG-310L b,Microlensing,,,,0,1.61,0.98,-0.98,0,,,,0,7700,1100,-1100,0,,,,MOA
MOA-2008-BLG-379L,b,MOA-2008-BLG-379L b,Microlensing,,,,0,2.7,0.9,-1,0,,,,0,3300,1300,-1200,0,,,,MOA
MOA-2009-BLG-266L,b,MOA-2009-BLG-266L b,Microlensing,2774,2810.5,-547.5,0,3.2,1.9,-0.5,0,,,,,3040,330,-330,0,,,,MOA
MOA-2009-BLG-319L,b,MOA-2009-BLG-319L b,Microlensing,,,,,2.4,1.2,-0.6,0,,,,,6100,1100,-1200,0,,,,MOA
MOA-2009-BLG-387L,b,MOA-2009-BLG-387L b,Microlensing,1982,785,-588,0,1.8,0.9,-0.7,0,,,,0,5690,2180,-2190,0,,,,MOA
MOA-2010-BLG-073L,b,MOA-2010-BLG-073L b,Microlensing,,,,,1.21,0.16,-0.16,0,,,,,2800,400,-400,0,,,,MOA
MOA-2010-BLG-117L,b,MOA-2010-BLG-117L b,Microlensing,,,,0,2.9,1.6,-0.6,0,,,,0,3500,400,-400,0,,,,MOA
MOA-2010-BLG-328L,b,MOA-2010-BLG-328L b,Microlensing,,,,,0.92,0.16,-0.16,0,,,,,810,100,-100,0,,,,MOA
MOA-2010-BLG-353L,b,MOA-2010-BLG-353L b,Microlensing,,,,,1.72,0.56,-0.48,0,,,,,6430,1090,-1150,0,,,,MOA
MOA-2010-BLG-477L,b,MOA-2010-BLG-477L b,Microlensing,,,,,2,3,-1,0,,,,,2300,600,-600,0,,,,MOA
MOA-2011-BLG-028L,b,MOA-2011-BLG-028L b,Microlensing,,,,,4.14,0.64,-0.64,0,,,,,7380,520,-620,0,,,,MOA
MOA-2011-BLG-262L,b,MOA-2011-BLG-262L b,Microlensing,,,,0,0.95,0.53,-0.19,0,,,,0,7000,900,-1000,0,,,,MOA
MOA-2011-BLG-291L,b,MOA-2011-BLG-291L b,Microlensing,,,,0,0.69,0.24,-0.24,0,,,,0,4400,1400,-1400,0,,,,MOA
MOA-2011-BLG-293L,b,MOA-2011-BLG-293L b,Microlensing,,,,,1.1,0.1,-0.1,0,,,,,7720,440,-440,0,,,,MOA
MOA-2011-BLG-322L,b,MOA-2011-BLG-322L b,Microlensing,,,,,4.3,1.5,-1.2,0,,,,,7560,910,-910,0,,,,MOA
MOA-2012-BLG-006L,b,MOA-2012-BLG-006L b,Microlensing,,,,0,10.2,1.8,-2.4,0,,,,0,5300,800,-1300,0,,,,Multiple Observatories
MOA-2012-BLG-505L,b,MOA-2012-BLG-505L b,Microlensing,,,,,0.9,0.25,-0.21,0,,,,,7210,1140,-1110,0,,,,MOA
MOA-2013-BLG-605L,b,MOA-2013-BLG-605L b,Microlensing,,,,,0.94,0.67,-0.02,0,,,,,,,,,,,,MOA
MOA-2015-BLG-337L,b,MOA-2015-BLG-337L b,Microlensing,,,,0,0.24,0.06,-0.09,0,,,,0,7100,1100,-1000,0,,,,MOA
MOA-2016-BLG-227L,b,MOA-2016-BLG-227L b,Microlensing,,,,,1.67,0.94,-0.35,0,,,,,6500,1000,-1000,0,,,,MOA
MOA-2016-BLG-319L,b,MOA-2016-BLG-319L b,Microlensing,,,,0,0.95,0.17,-0.2,0,,,,0,6800,1200,-1400,0,,,,MOA
MOA-bin-1L,b,MOA-bin-1L b,Microlensing,,,,,8.3,4.5,-2.7,0,,,,,5100,1200,-1900,0,,,,MOA
MOA-bin-29,b,MOA-bin-29 b,Microlensing,,,,0,0.48,0.12,-0.1,0,,,,0,7120,1150,-1050,0,,,,MOA
MXB 1658-298,b,MXB 1658-298 b,Eclipse Timing Variations,760,,,0,1.613,0.11,-0.11,0,,,,0,,,,,,,,Multiple Observatories
NGC 2682 Sand 364,b,NGC 2682 Sand 364 b,Radial Velocity,121.71,0.31,-0.31,0,0.53,0.01,-0.01,0,0.35,0.08,-0.08,0,837.03,39.41,-39.41,0,9.404,,0,Multiple Observatories
NGC 2682 Sand 978,b,NGC 2682 Sand 978 b,Radial Velocity,511.21,2.04,-2.04,0,,,,,0.16,0.07,-0.07,0,842.01,31.8,-31.8,0,9.253,,0,Multiple Observatories
NGC 2682 YBP 1194,b,NGC 2682 YBP 1194 b,Radial Velocity,6.959,0.001,-0.001,0,,,,,0.3,0.08,-0.08,0,895.73,29.64,-29.64,0,14.467,,0,Multiple Observatories
NGC 2682 YBP 1514,b,NGC 2682 YBP 1514 b,Radial Velocity,5.118,0.001,-0.001,0,,,,,0.28,0.09,-0.09,0,939.38,31.78,-31.78,0,14.62,,0,Multiple Observatories
NGC 2682 YBP 401,b,NGC 2682 YBP 401 b,Radial Velocity,4.087,0.007,-0.007,0,,,,,0.15,0.08,-0.08,0,851.36,22.79,-22.79,0,13.589,,0,La Silla Observatory
NGTS-1,b,NGTS-1 b,Transit,2.647298,0.00002,-0.00002,0,0.0326,0.0047,-0.0045,0,0.016,0.023,-0.012,0,224,37,-44,0,14.866,,0,Paranal Observatory
NGTS-10,b,NGTS-10 b,Transit,0.7668944,0.0000003,-0.0000003,0,0.0143,0.001,-0.001,0,0,,,0,324.7,27.52,-27.52,0,14.26,,0,Paranal Observatory
NGTS-2,b,NGTS-2 b,Transit,4.511164,0.000061,-0.000061,0,0.063,0.0024,-0.003,0,0,,,0,360.3,8.3,-7.8,0,10.86,,0,Paranal Observatory
NGTS-3 A,b,NGTS-3 A b,Transit,1.6753728,0.000003,-0.000003,0,0.023,0.007,-0.005,0,,,,0,1010,150,-130,0,14.488,,0,Paranal Observatory
NGTS-4,b,NGTS-4 b,Transit,1.3373508,0.000008,-0.000008,0,0.019,0.005,-0.005,0,0,,,0,282.6,1.8,-1.8,0,12.909,,0,Paranal Observatory
NGTS-5,b,NGTS-5 b,Transit,3.3569866,0.0000026,-0.0000026,0,0.0382,0.0013,-0.0013,0,0,,,0,309.5,2.61,-2.61,0,13.526,,0,Paranal Observatory
NGTS-6,b,NGTS-6 b,Transit,0.882059,0.0000008,-0.0000008,0,0.01677,0.00032,-0.00032,0,0,,,0,311.03,1.43,-1.43,0,13.818,,0,Paranal Observatory
NGTS-8,b,NGTS-8 b,Transit,2.4997,0.00001,-0.00001,0,0.035,0.001,-0.001,0,0.01,0.014,-0.01,0,434.28,5.65,-5.65,0,13.495,,0,Paranal Observatory
NGTS-9,b,NGTS-9 b,Transit,4.43527,0.00002,-0.00002,0,0.058,0.003,-0.002,0,0.06,0.076,-0.052,0,619.74,15.98,-15.98,0,12.655,,0,Paranal Observatory
NN Ser,c,NN Ser c,Eclipse Timing Variations,5573.55,102.2,-102.2,0,5.35,0.06,-0.06,0,0.08,0.05,-0.05,0,500,,,0,16.59,,0,Multiple Observatories
NN Ser,d,NN Ser d,Eclipse Timing Variations,2883.5,182.5,-182.5,0,3.43,0.14,-0.14,0,0.19,0.05,-0.05,0,500,,,0,16.59,,0,Multiple Observatories
NSVS 14256825,b,NSVS 14256825 b,Eclipse Timing Variations,3225,22,-22,0,3.12,0.07,-0.07,0,0.12,0.02,-0.02,0,838.31,42.1,-42.1,0,13.245,,0,Multiple Observatories
NY Vir,b,NY Vir b,Eclipse Timing Variations,3160,62,-62,0,,,,0,0.15,0.08,-0.08,0,551.99,19.26,-19.26,0,13.394,,0,Multiple Observatories
NY Vir,c,NY Vir c,Eclipse Timing Variations,8799,240,-240,0,,,,0,0.15,0.01,-0.01,0,551.99,19.26,-19.26,0,13.394,,0,Winer Observatory
OGLE-2003-BLG-235L,b,OGLE-2003-BLG-235L b,Microlensing,,,,,4.3,2.5,-0.8,0,,,,,5800,600,-700,0,,,,OGLE
OGLE-2005-BLG-071L,b,OGLE-2005-BLG-071L b,Microlensing,,,,,3.6,0.2,-0.2,0,,,,,3200,400,-400,0,,,,OGLE
OGLE-2005-BLG-169L,b,OGLE-2005-BLG-169L b,Microlensing,,,,,3.5,0.3,-0.3,0,,,,,4100,400,-400,0,,,,OGLE
OGLE-2005-BLG-390L,b,OGLE-2005-BLG-390L b,Microlensing,3285,3285,-1095,0,2.6,1.5,-0.6,0,,,,,6600,1000,-1000,0,,,,OGLE
OGLE-2006-BLG-109L,b,OGLE-2006-BLG-109L b,Microlensing,1788.5,584,-547.5,0,2.3,0.5,-0.5,0,,,,,1510,110,-120,0,,,,OGLE
OGLE-2006-BLG-109L,c,OGLE-2006-BLG-109L c,Microlensing,4927.5,3540.5,-1752,0,4.5,2.1,-1,0,0.15,0.17,-0.1,0,1510,110,-120,0,,,,OGLE
OGLE-2007-BLG-349L A,c,OGLE-2007-BLG-349L AB c,Microlensing,2557,,,0,2.59,0.43,-0.34,0,,,,,2760,380,-380,0,,,,OGLE
OGLE-2007-BLG-368L,b,OGLE-2007-BLG-368L b,Microlensing,,,,,3.3,1.4,-0.8,0,,,,,5900,900,-1400,0,,,,OGLE
OGLE-2008-BLG-092L,b,OGLE-2008-BLG-092L b,Microlensing,,,,,18,,,0,,,,,8100,,,0,,,,OGLE
OGLE-2008-BLG-355L,b,OGLE-2008-BLG-355L b,Microlensing,,,,,1.7,0.29,-0.3,0,,,,,6800,1100,-1100,0,,,,OGLE
OGLE-2011-BLG-0173L,b,OGLE-2011-BLG-0173L b,Microlensing,,,,0,8,,,0,,,,0,6100,1300,-1700,0,,,,OGLE
OGLE-2011-BLG-0251L,b,OGLE-2011-BLG-0251L b,Microlensing,,,,,2.72,0.75,-0.75,0,,,,,2570,610,-610,0,,,,OGLE
OGLE-2011-BLG-0265L,b,OGLE-2011-BLG-0265L b,Microlensing,,,,,1.89,0.25,-0.2,0,,,,,4380,510,-450,0,,,,OGLE
OGLE-2012-BLG-0026L,b,OGLE-2012-BLG-0026L b,Microlensing,,,,,4,0.5,-0.5,0,,,,,4019,380,-380,0,,,,OGLE
OGLE-2012-BLG-0026L,c,OGLE-2012-BLG-0026L c,Microlensing,,,,,4.8,0.7,-0.7,0,,,,,4019,380,-380,0,,,,OGLE
OGLE-2012-BLG-0358L,b,OGLE-2012-BLG-0358L b,Microlensing,,,,,0.87,0.03,-0.03,0,,,,,1760,130,-130,0,,,,OGLE
OGLE-2012-BLG-0406L,b,OGLE-2012-BLG-0406L b,Microlensing,,,,,3.45,0.26,-0.26,0,,,,,4970,290,-290,0,,,,OGLE
OGLE-2012-BLG-0563L,b,OGLE-2012-BLG-0563L b,Microlensing,,,,,0.9,0.52,-0.5,0,,,,,1300,600,-800,0,,,,OGLE
OGLE-2012-BLG-0724L,b,OGLE-2012-BLG-0724L b,Microlensing,,,,,1.6,0.4,-0.3,0,,,,,6700,1100,-1200,0,,,,OGLE
OGLE-2012-BLG-0950L,b,OGLE-2012-BLG-0950L b,Microlensing,,,,,2.7,0.6,-0.7,0,,,,,3000,800,-1100,0,,,,OGLE
OGLE-2013-BLG-0102L,b,OGLE-2013-BLG-0102L b,Microlensing,,,,,0.8,0.08,-0.08,0,,,,,3040,310,-310,0,,,,OGLE
OGLE-2013-BLG-0132L,b,OGLE-2013-BLG-0132L b,Microlensing,,,,0,3.6,1.4,-1.2,0,,,,0,3900,1500,-1300,0,,,,OGLE
OGLE-2013-BLG-0341L B,b,OGLE-2013-BLG-0341L B b,Microlensing,,,,0,0.702,0.022,-0.022,0,,,,0,1161,93,-93,0,,,,OGLE
OGLE-2013-BLG-0911L,b,OGLE-2013-BLG-0911L b,Microlensing,,,,0,0.39,0.05,-0.03,0,,,,0,3220,470,-350,0,,,,OGLE
OGLE-2013-BLG-1721L,b,OGLE-2013-BLG-1721L b,Microlensing,,,,0,2.6,0.5,-0.7,0,,,,0,6300,1100,-1600,0,,,,OGLE
OGLE-2013-BLG-1761L,b,OGLE-2013-BLG-1761L b,Microlensing,,,,0,1.8,0.5,-0.5,0,,,,0,6900,1000,-1200,0,,,,OGLE
OGLE-2014-BLG-0124L,b,OGLE-2014-BLG-0124L b,Microlensing,,,,,3.11,0.49,-0.49,0,,,,,4100,590,-590,0,,,,OGLE
OGLE-2014-BLG-0676L,b,OGLE-2014-BLG-0676L b,Microlensing,,,,,4.4,2.16,-1.46,0,,,,,2220,960,-830,0,,,,OGLE
OGLE-2014-BLG-1722L,b,OGLE-2014-BLG-1722L b,Microlensing,,,,0,1.9,1.3,-0.8,0,,,,0,6400,1280,-1870,0,,,,OGLE
OGLE-2014-BLG-1722L,c,OGLE-2014-BLG-1722L c,Microlensing,,,,0,2.5,2.2,-1.1,0,,,,0,6400,1280,-1870,0,,,,OGLE
OGLE-2014-BLG-1760L,b,OGLE-2014-BLG-1760L b,Microlensing,,,,,1.75,0.34,-0.33,0,,,,,6860,1110,-1110,0,,,,OGLE
OGLE-2015-BLG-0051L,b,OGLE-2015-BLG-0051L b,Microlensing,,,,,0.73,0.08,-0.08,0,,,,,8200,900,-900,0,,,,OGLE
OGLE-2015-BLG-0954L,b,OGLE-2015-BLG-0954L b,Microlensing,,,,0,1.6,1.3,-0.7,0,,,,0,600,400,-200,0,,,,KMTNet
OGLE-2015-BLG-0966L,b,OGLE-2015-BLG-0966L b,Microlensing,,,,,2.1,,,0,,,,,2500,,,0,,,,OGLE
OGLE-2015-BLG-1649L,b,OGLE-2015-BLG-1649L b,Microlensing,,,,0,2.07,0.65,-0.77,0,,,,0,4230,1510,-1640,0,,,,OGLE
OGLE-2015-BLG-1670L,b,OGLE-2015-BLG-1670L b,Microlensing,,,,0,2.62,0.58,-0.6,0,,,,0,6700,1000,-1300,0,,,,OGLE
OGLE-2016-BLG-0263L,b,OGLE-2016-BLG-0263L b,Microlensing,,,,0,5.4,1.1,-1.6,0,,,,0,6500,1300,-1900,0,,,,OGLE
OGLE-2016-BLG-0613L AB,b,OGLE-2016-BLG-0613L AB b,Microlensing,,,,0,6.4,2.51,-2.63,0,,,,0,3410,1340,-1420,0,,,,OGLE
OGLE-2016-BLG-1067L,b,OGLE-2016-BLG-1067L b,Microlensing,,,,0,1.7,0.38,-0.39,0,,,,0,3730,660,-670,0,,,,OGLE
OGLE-2016-BLG-1190L,b,OGLE-2016-BLG-1190L b,Microlensing,1224,1896,-300,0,2.17,1.87,-0.38,0,,,,0,6770,80,-90,0,,,,OGLE
OGLE-2016-BLG-1195L,b,OGLE-2016-BLG-1195L b,Microlensing,,,,,1.16,0.16,-0.13,0,,,,,3910,420,-460,0,,,,OGLE
OGLE-2016-BLG-1227L,b,OGLE-2016-BLG-1227L b,Microlensing,,,,0,3.4,2.1,-1,0,,,,0,,,,,,,,OGLE
OGLE-2017-BLG-0173L,b,OGLE-2017-BLG-0173L b,Microlensing,,,,0,3.913,1.615,-1.649,0,,,,0,4705,1468,-1763,0,,,,OGLE
OGLE-2017-BLG-0373L,b,OGLE-2017-BLG-0373L b,Microlensing,,,,0,2.424,0.757,-0.783,0,,,,0,5915,1123,-1478,0,,,,OGLE
OGLE-2017-BLG-0482L,b,OGLE-2017-BLG-0482L b,Microlensing,,,,0,1.8,0.6,-0.7,0,,,,0,5800,1800,-2100,0,,,,OGLE
OGLE-2017-BLG-1140L,b,OGLE-2017-BLG-1140L b,Microlensing,,,,0,1.02,0.15,-0.15,0,,,,0,,,,,,,,OGLE
OGLE-2017-BLG-1434L,b,OGLE-2017-BLG-1434L b,Microlensing,,,,0,1.18,0.1,-0.1,0,,,,0,860,90,-90,0,,,,OGLE
OGLE-2017-BLG-1522L,b,OGLE-2017-BLG-1522L b,Microlensing,,,,0,0.59,0.12,-0.11,0,,,,0,,,,,,,,OGLE
OGLE-2018-BLG-0596L,b,OGLE-2018-BLG-0596L b,Microlensing,,,,0,0.97,0.13,-0.13,0,,,,0,5650,750,-750,0,,,,OGLE
OGLE-2018-BLG-0740L,b,OGLE-2018-BLG-0740L b,Microlensing,5480,1200,-1200,0,6.1,0.6,-0.6,0,0,,,0,3200,500,-500,0,,,,OGLE
OGLE-2018-BLG-1011L,b,OGLE-2018-BLG-1011L b,Microlensing,,,,0,1.8,2.1,-1.5,0,,,,0,7100,1100,-1500,0,,,,OGLE
OGLE-2018-BLG-1011L,c,OGLE-2018-BLG-1011L c,Microlensing,,,,0,0.8,0.9,-0.6,0,,,,0,7100,1100,-1500,0,,,,OGLE
OGLE-TR-056,b,OGLE-TR-056 b,Transit,1.2119189,,,0,0.02383,0.00046,-0.00051,0,,,,,282.84,1.83,-1.83,0,12.909,,0,OGLE
OGLE-TR-10,b,OGLE-TR-10 b,Transit,3.101278,,,0,0.0434,0.0013,-0.0015,0,,,,,1386.23,114.78,-114.78,0,15.684,,0,OGLE
OGLE-TR-111,b,OGLE-TR-111 b,Transit,4.0144463,0.000001,-0.000001,0,0.0473,0.0015,-0.0014,0,,,,,1096.98,66.4,-66.4,0,16.528,,0,OGLE
OGLE-TR-113,b,OGLE-TR-113 b,Transit,1.4324752,,,0,0.02289,0.00016,-0.00015,0,,,,,600,,,0,,,,OGLE
OGLE-TR-132,b,OGLE-TR-132 b,Transit,1.689868,,,0,0.03035,0.00057,-0.00053,0,,,,,2500,250,-250,0,,,,OGLE
OGLE-TR-182,b,OGLE-TR-182 b,Transit,3.9791,0.00001,-0.00001,0,0.051,0.001,-0.001,0,0,,,0,2669.56,419.75,-419.75,0,16.678,,0,OGLE
