pl_hostname,pl_letter,pl_name,pl_discmethod,pl_orbsmax,pl_orbsmaxerr1,pl_orbsmaxerr2,pl_orbsmaxlim,pl_orbeccen,pl_orbeccenerr1,pl_orbeccenerr2,pl_orbeccenlim,pl_cbflag,pl_facility
Kepler-81,b,Kepler-81 b,Transit,,,,,,,,,0,Kepler
Kepler-81,c,Kepler-81 c,Transit,,,,,,,,,0,Kepler
Kepler-81,d,Kepler-81 d,Transit,0.128,,,0,,,,,0,Kepler
Kepler-810,b,Kepler-810 b,Transit,,,,,,,,,0,Kepler
Kepler-811,b,Kepler-811 b,Transit,,,,,,,,,0,Kepler
Kepler-812,b,Kepler-812 b,Transit,,,,,,,,,0,Kepler
Kepler-813,b,Kepler-813 b,Transit,,,,,,,,,0,Kepler
Kepler-814,b,Kepler-814 b,Transit,,,,,,,,,0,Kepler
Kepler-815,b,Kepler-815 b,Transit,,,,,,,,,0,Kepler
Kepler-816,b,Kepler-816 b,Transit,,,,,,,,,0,Kepler
Kepler-817,b,Kepler-817 b,Transit,,,,,,,,,0,Kepler
Kepler-818,b,Kepler-818 b,Transit,,,,,,,,,0,Kepler
Kepler-819,b,Kepler-819 b,Transit,,,,,,,,,0,Kepler
Kepler-82,b,Kepler-82 b,Transit,0.1683,0.002,-0.002,0,0.0033,0.0019,-0.00017,0,0,Kepler
Kepler-82,c,Kepler-82 c,Transit,0.2626,0.0032,-0.0032,0,0.007,0.0016,-0.0018,0,0,Kepler
Kepler-82,d,Kepler-82 d,Transit,0.034,,,0,,,,,0,Kepler
Kepler-82,e,Kepler-82 e,Transit,0.063,,,0,,,,,0,Kepler
Kepler-82,f,Kepler-82 f,Transit Timing Variations,0.3395,0.0041,-0.0041,0,0.0014,0.0018,-0.001,0,0,KOINet
Kepler-820,b,Kepler-820 b,Transit,,,,,,,,,0,Kepler
Kepler-821,b,Kepler-821 b,Transit,,,,,,,,,0,Kepler
Kepler-822,b,Kepler-822 b,Transit,,,,,,,,,0,Kepler
Kepler-823,b,Kepler-823 b,Transit,,,,,,,,,0,Kepler
Kepler-824,b,Kepler-824 b,Transit,,,,,,,,,0,Kepler
Kepler-825,b,Kepler-825 b,Transit,,,,,,,,,0,Kepler
Kepler-825,c,Kepler-825 c,Transit,,,,,,,,,0,Kepler
Kepler-826,b,Kepler-826 b,Transit,,,,,,,,,0,Kepler
Kepler-827,b,Kepler-827 b,Transit,,,,,,,,,0,Kepler
Kepler-828,b,Kepler-828 b,Transit,,,,,,,,,0,Kepler
Kepler-829,b,Kepler-829 b,Transit,,,,,,,,,0,Kepler
Kepler-83,b,Kepler-83 b,Transit,,,,,,,,,0,Kepler
Kepler-83,c,Kepler-83 c,Transit,,,,,,,,,0,Kepler
Kepler-83,d,Kepler-83 d,Transit,0.051,,,0,,,,,0,Kepler
Kepler-830,b,Kepler-830 b,Transit,,,,,,,,,0,Kepler
Kepler-831,b,Kepler-831 b,Transit,,,,,,,,,0,Kepler
Kepler-832,b,Kepler-832 b,Transit,,,,,,,,,0,Kepler
Kepler-833,b,Kepler-833 b,Transit,,,,,,,,,0,Kepler
Kepler-834,b,Kepler-834 b,Transit,,,,,,,,,0,Kepler
Kepler-835,b,Kepler-835 b,Transit,,,,,,,,,0,Kepler
Kepler-836,b,Kepler-836 b,Transit,,,,,,,,,0,Kepler
Kepler-837,b,Kepler-837 b,Transit,,,,,,,,,0,Kepler
Kepler-838,b,Kepler-838 b,Transit,,,,,,,,,0,Kepler
Kepler-839,b,Kepler-839 b,Transit,,,,,,,,,0,Kepler
Kepler-84,b,Kepler-84 b,Transit,,,,,,,,,0,Kepler
Kepler-84,c,Kepler-84 c,Transit,,,,,,,,,0,Kepler
Kepler-84,d,Kepler-84 d,Transit,0.052,,,0,,,,,0,Kepler
Kepler-84,e,Kepler-84 e,Transit,0.181,,,0,,,,,0,Kepler
Kepler-84,f,Kepler-84 f,Transit,0.25,,,0,,,,,0,Kepler
Kepler-840,b,Kepler-840 b,Transit,,,,,,,,,0,Kepler
Kepler-841,b,Kepler-841 b,Transit,,,,,,,,,0,Kepler
Kepler-842,b,Kepler-842 b,Transit,,,,,,,,,0,Kepler
Kepler-843,b,Kepler-843 b,Transit,,,,,,,,,0,Kepler
Kepler-844,b,Kepler-844 b,Transit,,,,,,,,,0,Kepler
Kepler-845,b,Kepler-845 b,Transit,,,,,,,,,0,Kepler
Kepler-846,b,Kepler-846 b,Transit,,,,,,,,,0,Kepler
Kepler-847,b,Kepler-847 b,Transit,,,,,,,,,0,Kepler
Kepler-848,b,Kepler-848 b,Transit,,,,,,,,,0,Kepler
Kepler-849,b,Kepler-849 b,Transit,,,,,,,,,0,Kepler
Kepler-85,b,Kepler-85 b,Transit,,,,,,,,,0,Kepler
Kepler-85,c,Kepler-85 c,Transit,,,,,,,,,0,Kepler
Kepler-85,d,Kepler-85 d,Transit,0.13,,,0,,,,,0,Kepler
Kepler-85,e,Kepler-85 e,Transit,0.163,,,0,,,,,0,Kepler
Kepler-850,b,Kepler-850 b,Transit,,,,,,,,,0,Kepler
Kepler-851,b,Kepler-851 b,Transit,,,,,,,,,0,Kepler
Kepler-852,b,Kepler-852 b,Transit,,,,,,,,,0,Kepler
Kepler-853,b,Kepler-853 b,Transit,,,,,,,,,0,Kepler
Kepler-854,b,Kepler-854 b,Transit,,,,,,,,,0,Kepler
Kepler-855,b,Kepler-855 b,Transit,,,,,,,,,0,Kepler
Kepler-856,b,Kepler-856 b,Transit,,,,,,,,,0,Kepler
Kepler-857,b,Kepler-857 b,Transit,,,,,,,,,0,Kepler
Kepler-858,b,Kepler-858 b,Transit,,,,,,,,,0,Kepler
Kepler-859,b,Kepler-859 b,Transit,,,,,,,,,0,Kepler
Kepler-860,b,Kepler-860 b,Transit,,,,,,,,,0,Kepler
Kepler-861,b,Kepler-861 b,Transit,,,,,,,,,0,Kepler
Kepler-862,b,Kepler-862 b,Transit,,,,,,,,,0,Kepler
Kepler-863,b,Kepler-863 b,Transit,,,,,,,,,0,Kepler
Kepler-864,b,Kepler-864 b,Transit,,,,,,,,,0,Kepler
Kepler-865,b,Kepler-865 b,Transit,,,,,,,,,0,Kepler
Kepler-866,b,Kepler-866 b,Transit,,,,,,,,,0,Kepler
Kepler-867,b,Kepler-867 b,Transit,,,,,,,,,0,Kepler
Kepler-868,b,Kepler-868 b,Transit,,,,,,,,,0,Kepler
Kepler-869,b,Kepler-869 b,Transit,,,,,,,,,0,Kepler
Kepler-87,b,Kepler-87 b,Transit,0.481,0.026,-0.028,0,0.036,0.009,-0.009,0,0,Kepler
Kepler-87,c,Kepler-87 c,Transit,0.676,0.037,-0.04,0,0.039,0.012,-0.012,0,0,Kepler
Kepler-870,b,Kepler-870 b,Transit,,,,,,,,,0,Kepler
Kepler-871,b,Kepler-871 b,Transit,,,,,,,,,0,Kepler
Kepler-872,b,Kepler-872 b,Transit,,,,,,,,,0,Kepler
Kepler-873,b,Kepler-873 b,Transit,,,,,,,,,0,Kepler
Kepler-874,b,Kepler-874 b,Transit,,,,,,,,,0,Kepler
Kepler-875,b,Kepler-875 b,Transit,,,,,,,,,0,Kepler
Kepler-876,b,Kepler-876 b,Transit,,,,,,,,,0,Kepler
Kepler-877,b,Kepler-877 b,Transit,,,,,,,,,0,Kepler
Kepler-878,b,Kepler-878 b,Transit,,,,,,,,,0,Kepler
Kepler-879,b,Kepler-879 b,Transit,,,,,,,,,0,Kepler
Kepler-880,b,Kepler-880 b,Transit,,,,,,,,,0,Kepler
Kepler-881,b,Kepler-881 b,Transit,,,,,,,,,0,Kepler
Kepler-882,b,Kepler-882 b,Transit,,,,,,,,,0,Kepler
Kepler-883,b,Kepler-883 b,Transit,,,,,,,,,0,Kepler
Kepler-884,b,Kepler-884 b,Transit,,,,,,,,,0,Kepler
Kepler-885,b,Kepler-885 b,Transit,,,,,,,,,0,Kepler
Kepler-886,b,Kepler-886 b,Transit,,,,,,,,,0,Kepler
Kepler-887,b,Kepler-887 b,Transit,,,,,,,,,0,Kepler
Kepler-887,c,Kepler-887 c,Transit,,,,,,,,,0,Kepler
Kepler-888,b,Kepler-888 b,Transit,,,,,,,,,0,Kepler
Kepler-889,b,Kepler-889 b,Transit,,,,,,,,,0,Kepler
Kepler-890,b,Kepler-890 b,Transit,,,,,,,,,0,Kepler
Kepler-891,b,Kepler-891 b,Transit,,,,,,,,,0,Kepler
Kepler-892,b,Kepler-892 b,Transit,,,,,,,,,0,Kepler
Kepler-893,b,Kepler-893 b,Transit,,,,,,,,,0,Kepler
Kepler-894,b,Kepler-894 b,Transit,,,,,,,,,0,Kepler
Kepler-895,b,Kepler-895 b,Transit,,,,,,,,,0,Kepler
Kepler-896,b,Kepler-896 b,Transit,,,,,,,,,0,Kepler
Kepler-897,b,Kepler-897 b,Transit,,,,,,,,,0,Kepler
Kepler-898,b,Kepler-898 b,Transit,,,,,,,,,0,Kepler
Kepler-899,b,Kepler-899 b,Transit,,,,,,,,,0,Kepler
Kepler-9,b,Kepler-9 b,Transit,0.143,0.007,-0.006,0,0.0609,0.001,-0.0013,0,0,Kepler
Kepler-9,c,Kepler-9 c,Transit,0.227,0.012,-0.008,0,0.06691,0.0001,-0.00012,0,0,Kepler
Kepler-9,d,Kepler-9 d,Transit,0.0273,0.00042,-0.00043,0,,,,,0,Kepler
KOI-351,i,Kepler-90 i,Transit,,,,0,,,,0,0,Kepler
Kepler-900,b,Kepler-900 b,Transit,,,,,,,,,0,Kepler
Kepler-901,b,Kepler-901 b,Transit,,,,,,,,,0,Kepler
Kepler-902,b,Kepler-902 b,Transit,,,,,,,,,0,Kepler
Kepler-903,b,Kepler-903 b,Transit,,,,,,,,,0,Kepler
Kepler-903,c,Kepler-903 c,Transit,,,,,,,,,0,Kepler
Kepler-904,b,Kepler-904 b,Transit,,,,,,,,,0,Kepler
Kepler-905,b,Kepler-905 b,Transit,,,,,,,,,0,Kepler
Kepler-906,b,Kepler-906 b,Transit,,,,,,,,,0,Kepler
Kepler-907,b,Kepler-907 b,Transit,,,,,,,,,0,Kepler
Kepler-908,b,Kepler-908 b,Transit,,,,,,,,,0,Kepler
Kepler-909,b,Kepler-909 b,Transit,,,,,,,,,0,Kepler
Kepler-91,b,Kepler-91 b,Transit,0.0731,0.0034,-0.0031,0,,,,,0,Kepler
Kepler-910,b,Kepler-910 b,Transit,,,,,,,,,0,Kepler
Kepler-911,b,Kepler-911 b,Transit,,,,,,,,,0,Kepler
Kepler-912,b,Kepler-912 b,Transit,,,,,,,,,0,Kepler
Kepler-913,b,Kepler-913 b,Transit,,,,,,,,,0,Kepler
Kepler-914,b,Kepler-914 b,Transit,,,,,,,,,0,Kepler
Kepler-915,b,Kepler-915 b,Transit,,,,,,,,,0,Kepler
Kepler-916,b,Kepler-916 b,Transit,,,,,,,,,0,Kepler
Kepler-917,b,Kepler-917 b,Transit,,,,,,,,,0,Kepler
Kepler-918,b,Kepler-918 b,Transit,,,,,,,,,0,Kepler
Kepler-919,b,Kepler-919 b,Transit,,,,,,,,,0,Kepler
Kepler-92,b,Kepler-92 b,Transit,,,,,,,,,0,Kepler
Kepler-92,c,Kepler-92 c,Transit,,,,,,,,,0,Kepler
Kepler-92,d,Kepler-92 d,Transit,,,,,0.07,0.34,-0.04,0,0,Kepler
Kepler-920,b,Kepler-920 b,Transit,,,,,,,,,0,Kepler
Kepler-920,c,Kepler-920 c,Transit,,,,,,,,,0,Kepler
Kepler-921,b,Kepler-921 b,Transit,,,,,,,,,0,Kepler
Kepler-922,b,Kepler-922 b,Transit,,,,,,,,,0,Kepler
Kepler-923,b,Kepler-923 b,Transit,,,,,,,,,0,Kepler
Kepler-924,b,Kepler-924 b,Transit,,,,,,,,,0,Kepler
Kepler-925,b,Kepler-925 b,Transit,,,,,,,,,0,Kepler
Kepler-926,b,Kepler-926 b,Transit,,,,,,,,,0,Kepler
Kepler-927,b,Kepler-927 b,Transit,,,,,,,,,0,Kepler
Kepler-928,b,Kepler-928 b,Transit,,,,,,,,,0,Kepler
Kepler-929,b,Kepler-929 b,Transit,,,,,,,,,0,Kepler
Kepler-93,b,Kepler-93 b,Transit,,,,0,0,,,0,0,Kepler
Kepler-93,c,Kepler-93 c,Radial Velocity,,,,,,,,,0,W. M. Keck Observatory
Kepler-930,b,Kepler-930 b,Transit,,,,,,,,,0,Kepler
Kepler-931,b,Kepler-931 b,Transit,,,,,,,,,0,Kepler
Kepler-932,b,Kepler-932 b,Transit,,,,,,,,,0,Kepler
Kepler-933,b,Kepler-933 b,Transit,,,,,,,,,0,Kepler
Kepler-934,b,Kepler-934 b,Transit,,,,,,,,,0,Kepler
Kepler-935,b,Kepler-935 b,Transit,,,,,,,,,0,Kepler
Kepler-936,b,Kepler-936 b,Transit,,,,,,,,,0,Kepler
Kepler-937,b,Kepler-937 b,Transit,,,,,,,,,0,Kepler
Kepler-937,c,Kepler-937 c,Transit,,,,,,,,,0,Kepler
Kepler-938,b,Kepler-938 b,Transit,,,,,,,,,0,Kepler
Kepler-939,b,Kepler-939 b,Transit,,,,,,,,,0,Kepler
Kepler-94,b,Kepler-94 b,Transit,,,,,,,,,0,Kepler
Kepler-94,c,Kepler-94 c,Radial Velocity,,,,,,,,,0,W. M. Keck Observatory
Kepler-940,b,Kepler-940 b,Transit,,,,,,,,,0,Kepler
Kepler-941,b,Kepler-941 b,Transit,,,,,,,,,0,Kepler
Kepler-942,b,Kepler-942 b,Transit,,,,,,,,,0,Kepler
Kepler-943,b,Kepler-943 b,Transit,,,,,,,,,0,Kepler
Kepler-944,b,Kepler-944 b,Transit,,,,,,,,,0,Kepler
Kepler-945,b,Kepler-945 b,Transit,,,,,,,,,0,Kepler
Kepler-946,b,Kepler-946 b,Transit,,,,,,,,,0,Kepler
Kepler-947,b,Kepler-947 b,Transit,,,,,,,,,0,Kepler
Kepler-948,b,Kepler-948 b,Transit,,,,,,,,,0,Kepler
Kepler-949,b,Kepler-949 b,Transit,,,,,,,,,0,Kepler
Kepler-95,b,Kepler-95 b,Transit,,,,,,,,,0,Kepler
Kepler-950,b,Kepler-950 b,Transit,,,,,,,,,0,Kepler
Kepler-951,b,Kepler-951 b,Transit,,,,,,,,,0,Kepler
Kepler-952,b,Kepler-952 b,Transit,,,,,,,,,0,Kepler
Kepler-953,b,Kepler-953 b,Transit,,,,,,,,,0,Kepler
Kepler-953,c,Kepler-953 c,Transit,,,,,,,,,0,Kepler
Kepler-954,b,Kepler-954 b,Transit,,,,,,,,,0,Kepler
Kepler-955,b,Kepler-955 b,Transit,,,,,,,,,0,Kepler
Kepler-956,b,Kepler-956 b,Transit,,,,,,,,,0,Kepler
Kepler-957,b,Kepler-957 b,Transit,,,,,,,,,0,Kepler
Kepler-958,b,Kepler-958 b,Transit,,,,,,,,,0,Kepler
Kepler-959,b,Kepler-959 b,Transit,,,,,,,,,0,Kepler
Kepler-96,b,Kepler-96 b,Transit,,,,,,,,,0,Kepler
Kepler-960,b,Kepler-960 b,Transit,,,,,,,,,0,Kepler
Kepler-961,b,Kepler-961 b,Transit,,,,,,,,,0,Kepler
Kepler-962,b,Kepler-962 b,Transit,,,,,,,,,0,Kepler
Kepler-963,b,Kepler-963 b,Transit,,,,,,,,,0,Kepler
Kepler-964,b,Kepler-964 b,Transit,,,,,,,,,0,Kepler
Kepler-965,b,Kepler-965 b,Transit,,,,,,,,,0,Kepler
Kepler-966,b,Kepler-966 b,Transit,,,,,,,,,0,Kepler
Kepler-967,b,Kepler-967 b,Transit,,,,,,,,,0,Kepler
Kepler-967,c,Kepler-967 c,Transit,,,,,,,,,0,Kepler
Kepler-968,b,Kepler-968 b,Transit,,,,,,,,,0,Kepler
Kepler-968,c,Kepler-968 c,Transit,,,,,,,,,0,Kepler
Kepler-969,b,Kepler-969 b,Transit,,,,,,,,,0,Kepler
Kepler-969,c,Kepler-969 c,Transit,,,,,,,,,0,Kepler
Kepler-97,b,Kepler-97 b,Transit,,,,,,,,,0,Kepler
Kepler-97,c,Kepler-97 c,Radial Velocity,,,,,,,,,0,W. M. Keck Observatory
Kepler-970,b,Kepler-970 b,Transit,,,,,,,,,0,Kepler
Kepler-971,b,Kepler-971 b,Transit,,,,,,,,,0,Kepler
Kepler-972,b,Kepler-972 b,Transit,,,,,,,,,0,Kepler
Kepler-973,b,Kepler-973 b,Transit,,,,,,,,,0,Kepler
Kepler-974,b,Kepler-974 b,Transit,,,,,,,,,0,Kepler
Kepler-975,b,Kepler-975 b,Transit,,,,,,,,,0,Kepler
Kepler-976,b,Kepler-976 b,Transit,,,,,,,,,0,Kepler
Kepler-977,b,Kepler-977 b,Transit,,,,,,,,,0,Kepler
Kepler-978,b,Kepler-978 b,Transit,,,,,,,,,0,Kepler
Kepler-979,b,Kepler-979 b,Transit,,,,,,,,,0,Kepler
Kepler-98,b,Kepler-98 b,Transit,,,,,,,,,0,Kepler
Kepler-980,b,Kepler-980 b,Transit,,,,,,,,,0,Kepler
Kepler-981,b,Kepler-981 b,Transit,,,,,,,,,0,Kepler
Kepler-982,b,Kepler-982 b,Transit,,,,,,,,,0,Kepler
Kepler-983,b,Kepler-983 b,Transit,,,,,,,,,0,Kepler
Kepler-984,b,Kepler-984 b,Transit,,,,,,,,,0,Kepler
Kepler-985,b,Kepler-985 b,Transit,,,,,,,,,0,Kepler
Kepler-986,b,Kepler-986 b,Transit,,,,,,,,,0,Kepler
Kepler-987,b,Kepler-987 b,Transit,,,,,,,,,0,Kepler
Kepler-988,b,Kepler-988 b,Transit,,,,,,,,,0,Kepler
Kepler-989,b,Kepler-989 b,Transit,,,,,,,,,0,Kepler
Kepler-99,b,Kepler-99 b,Transit,,,,,,,,,0,Kepler
Kepler-990,b,Kepler-990 b,Transit,,,,,,,,,0,Kepler
Kepler-990,c,Kepler-990 c,Transit,,,,,,,,,0,Kepler
Kepler-991,b,Kepler-991 b,Transit,,,,,,,,,0,Kepler
Kepler-992,b,Kepler-992 b,Transit,,,,,,,,,0,Kepler
Kepler-993,b,Kepler-993 b,Transit,,,,,,,,,0,Kepler
Kepler-994,b,Kepler-994 b,Transit,,,,,,,,,0,Kepler
Kepler-995,b,Kepler-995 b,Transit,,,,,,,,,0,Kepler
Kepler-996,b,Kepler-996 b,Transit,,,,,,,,,0,Kepler
Kepler-997,b,Kepler-997 b,Transit,,,,,,,,,0,Kepler
Kepler-998,b,Kepler-998 b,Transit,,,,,,,,,0,Kepler
Kepler-999,b,Kepler-999 b,Transit,,,,,,,,,0,Kepler
L 168-9,b,L 168-9 b,Transit,0.02091,0.00024,-0.00024,0,0.21,,,1,0,Transiting Exoplanet Survey Satellite (TESS)
L 98-59,b,L 98-59 b,Transit,0.0233,0.0017,-0.0017,0,0.1,0.17,-0.07,0,0,Transiting Exoplanet Survey Satellite (TESS)
L 98-59,c,L 98-59 c,Transit,0.0324,0.0023,-0.0024,0,0.09,0.16,-0.07,0,0,Transiting Exoplanet Survey Satellite (TESS)
L 98-59,d,L 98-59 d,Transit,0.052,0.004,-0.004,0,0.2,0.32,-0.16,0,0,Transiting Exoplanet Survey Satellite (TESS)
LHS 1140,b,LHS 1140 b,Transit,0.0936,0.0024,-0.0024,0,0.06,,,1,0,MEarth Project
LHS 1140,c,LHS 1140 c,Transit,0.02675,0.0007,-0.0007,0,0.31,,,1,0,Multiple Observatories
LHS 1815,b,LHS 1815 b,Transit,0.0404,0.0094,-0.0094,0,0,,,0,0,Transiting Exoplanet Survey Satellite (TESS)
LHS 3844,b,LHS 3844 b,Transit,0.00622,0.00017,-0.00017,0,,,,0,0,Transiting Exoplanet Survey Satellite (TESS)
LP 791-18,b,LP 791-18 b,Transit,0.00969,0.00032,-0.00035,0,0,,,0,0,Transiting Exoplanet Survey Satellite (TESS)
LP 791-18,c,LP 791-18 c,Transit,0.029392,0.00098,-0.00105,0,0,,,0,0,Transiting Exoplanet Survey Satellite (TESS)
LSPM J2116+0234,b,LSPM J2116+0234 b,Radial Velocity,0.0876,0.0022,-0.0021,0,0.183,0.062,-0.063,0,0,Calar Alto Observatory
LTT 1445 A,b,LTT 1445 A b,Transit,0.03807,0.00068,-0.00071,0,0.19,0.35,-0.14,0,0,Transiting Exoplanet Survey Satellite (TESS)
LkCa 15,b,LkCa 15 b,Imaging,14.7,2.1,-2.1,0,,,,,0,Large Binocular Telescope Observatory
LkCa 15,c,LkCa 15 c,Imaging,18.6,2.5,-2.5,0,,,,,0,Large Binocular Telescope Observatory
Lupus-TR-3,b,Lupus-TR-3 b,Transit,0.0464,0.0007,-0.0007,0,0,,,0,0,Multiple Observatories
MASCARA-1,b,MASCARA-1 b,Transit,0.043,0.005,-0.005,0,0,,,0,0,Multiple Observatories
MASCARA-4,b,MASCARA-4 b,Transit,0.047,0.004,-0.004,0,0,,,0,0,Multiple Observatories
MOA-2007-BLG-192L,b,MOA-2007-BLG-192L b,Microlensing,0.62,0.22,-0.16,0,,,,,0,MOA
MOA-2007-BLG-400L,b,MOA-2007-BLG-400L b,Microlensing,0.72,0.38,-0.16,0,,,,,0,MOA
MOA-2008-BLG-310L,b,MOA-2008-BLG-310L b,Microlensing,1.61,0.98,-0.98,0,,,,0,0,MOA
MOA-2008-BLG-379L,b,MOA-2008-BLG-379L b,Microlensing,2.7,0.9,-1,0,,,,0,0,MOA
MOA-2009-BLG-266L,b,MOA-2009-BLG-266L b,Microlensing,3.2,1.9,-0.5,0,,,,,0,MOA
MOA-2009-BLG-319L,b,MOA-2009-BLG-319L b,Microlensing,2.4,1.2,-0.6,0,,,,,0,MOA
MOA-2009-BLG-387L,b,MOA-2009-BLG-387L b,Microlensing,1.8,0.9,-0.7,0,,,,0,0,MOA
MOA-2010-BLG-073L,b,MOA-2010-BLG-073L b,Microlensing,1.21,0.16,-0.16,0,,,,,0,MOA
MOA-2010-BLG-117L,b,MOA-2010-BLG-117L b,Microlensing,2.9,1.6,-0.6,0,,,,0,0,MOA
MOA-2010-BLG-328L,b,MOA-2010-BLG-328L b,Microlensing,0.92,0.16,-0.16,0,,,,,0,MOA
MOA-2010-BLG-353L,b,MOA-2010-BLG-353L b,Microlensing,1.72,0.56,-0.48,0,,,,,0,MOA
MOA-2010-BLG-477L,b,MOA-2010-BLG-477L b,Microlensing,2,3,-1,0,,,,,0,MOA
MOA-2011-BLG-028L,b,MOA-2011-BLG-028L b,Microlensing,4.14,0.64,-0.64,0,,,,,0,MOA
MOA-2011-BLG-262L,b,MOA-2011-BLG-262L b,Microlensing,0.95,0.53,-0.19,0,,,,0,0,MOA
MOA-2011-BLG-291L,b,MOA-2011-BLG-291L b,Microlensing,0.69,0.24,-0.24,0,,,,0,0,MOA
MOA-2011-BLG-293L,b,MOA-2011-BLG-293L b,Microlensing,1.1,0.1,-0.1,0,,,,,0,MOA
MOA-2011-BLG-322L,b,MOA-2011-BLG-322L b,Microlensing,4.3,1.5,-1.2,0,,,,,0,MOA
MOA-2012-BLG-006L,b,MOA-2012-BLG-006L b,Microlensing,10.2,1.8,-2.4,0,,,,0,0,Multiple Observatories
MOA-2012-BLG-505L,b,MOA-2012-BLG-505L b,Microlensing,0.9,0.25,-0.21,0,,,,,0,MOA
MOA-2013-BLG-605L,b,MOA-2013-BLG-605L b,Microlensing,0.94,0.67,-0.02,0,,,,,0,MOA
MOA-2015-BLG-337L,b,MOA-2015-BLG-337L b,Microlensing,0.24,0.06,-0.09,0,,,,0,0,MOA
MOA-2016-BLG-227L,b,MOA-2016-BLG-227L b,Microlensing,1.67,0.94,-0.35,0,,,,,0,MOA
MOA-2016-BLG-319L,b,MOA-2016-BLG-319L b,Microlensing,0.95,0.17,-0.2,0,,,,0,0,MOA
MOA-bin-1L,b,MOA-bin-1L b,Microlensing,8.3,4.5,-2.7,0,,,,,0,MOA
MOA-bin-29,b,MOA-bin-29 b,Microlensing,0.48,0.12,-0.1,0,,,,0,0,MOA
MXB 1658-298,b,MXB 1658-298 b,Eclipse Timing Variations,1.613,0.11,-0.11,0,,,,0,1,Multiple Observatories
NGC 2682 Sand 364,b,NGC 2682 Sand 364 b,Radial Velocity,0.53,0.01,-0.01,0,0.35,0.08,-0.08,0,0,Multiple Observatories
NGC 2682 Sand 978,b,NGC 2682 Sand 978 b,Radial Velocity,,,,,0.16,0.07,-0.07,0,0,Multiple Observatories
NGC 2682 YBP 1194,b,NGC 2682 YBP 1194 b,Radial Velocity,,,,,0.3,0.08,-0.08,0,0,Multiple Observatories
NGC 2682 YBP 1514,b,NGC 2682 YBP 1514 b,Radial Velocity,,,,,0.28,0.09,-0.09,0,0,Multiple Observatories
NGC 2682 YBP 401,b,NGC 2682 YBP 401 b,Radial Velocity,,,,,0.15,0.08,-0.08,0,0,La Silla Observatory
NGTS-1,b,NGTS-1 b,Transit,0.0326,0.0047,-0.0045,0,0.016,0.023,-0.012,0,0,Paranal Observatory
NGTS-10,b,NGTS-10 b,Transit,0.0143,0.001,-0.001,0,0,,,0,0,Paranal Observatory
NGTS-2,b,NGTS-2 b,Transit,0.063,0.0024,-0.003,0,0,,,0,0,Paranal Observatory
NGTS-3 A,b,NGTS-3 A b,Transit,0.023,0.007,-0.005,0,,,,0,0,Paranal Observatory
NGTS-4,b,NGTS-4 b,Transit,0.019,0.005,-0.005,0,0,,,0,0,Paranal Observatory
NGTS-5,b,NGTS-5 b,Transit,0.0382,0.0013,-0.0013,0,0,,,0,0,Paranal Observatory
NGTS-6,b,NGTS-6 b,Transit,0.01677,0.00032,-0.00032,0,0,,,0,0,Paranal Observatory
NGTS-8,b,NGTS-8 b,Transit,0.035,0.001,-0.001,0,0.01,0.014,-0.01,0,0,Paranal Observatory
NGTS-9,b,NGTS-9 b,Transit,0.058,0.003,-0.002,0,0.06,0.076,-0.052,0,0,Paranal Observatory
NN Ser,c,NN Ser c,Eclipse Timing Variations,5.35,0.06,-0.06,0,0.08,0.05,-0.05,0,1,Multiple Observatories
NN Ser,d,NN Ser d,Eclipse Timing Variations,3.43,0.14,-0.14,0,0.19,0.05,-0.05,0,1,Multiple Observatories
NSVS 14256825,b,NSVS 14256825 b,Eclipse Timing Variations,3.12,0.07,-0.07,0,0.12,0.02,-0.02,0,1,Multiple Observatories
NY Vir,b,NY Vir b,Eclipse Timing Variations,,,,0,0.15,0.08,-0.08,0,1,Multiple Observatories
NY Vir,c,NY Vir c,Eclipse Timing Variations,,,,0,0.15,0.01,-0.01,0,1,Winer Observatory
OGLE-2003-BLG-235L,b,OGLE-2003-BLG-235L b,Microlensing,4.3,2.5,-0.8,0,,,,,0,OGLE
OGLE-2005-BLG-071L,b,OGLE-2005-BLG-071L b,Microlensing,3.6,0.2,-0.2,0,,,,,0,OGLE
OGLE-2005-BLG-169L,b,OGLE-2005-BLG-169L b,Microlensing,3.5,0.3,-0.3,0,,,,,0,OGLE
OGLE-2005-BLG-390L,b,OGLE-2005-BLG-390L b,Microlensing,2.6,1.5,-0.6,0,,,,,0,OGLE
OGLE-2006-BLG-109L,b,OGLE-2006-BLG-109L b,Microlensing,2.3,0.5,-0.5,0,,,,,0,OGLE
OGLE-2006-BLG-109L,c,OGLE-2006-BLG-109L c,Microlensing,4.5,2.1,-1,0,0.15,0.17,-0.1,0,0,OGLE
OGLE-2007-BLG-349L A,c,OGLE-2007-BLG-349L AB c,Microlensing,2.59,0.43,-0.34,0,,,,,1,OGLE
OGLE-2007-BLG-368L,b,OGLE-2007-BLG-368L b,Microlensing,3.3,1.4,-0.8,0,,,,,0,OGLE
OGLE-2008-BLG-092L,b,OGLE-2008-BLG-092L b,Microlensing,18,,,0,,,,,0,OGLE
OGLE-2008-BLG-355L,b,OGLE-2008-BLG-355L b,Microlensing,1.7,0.29,-0.3,0,,,,,0,OGLE
OGLE-2011-BLG-0173L,b,OGLE-2011-BLG-0173L b,Microlensing,8,,,0,,,,0,0,OGLE
