pl_hostname,pl_letter,pl_name,pl_discmethod,pl_orbsmax,pl_orbsmaxerr1,pl_orbsmaxerr2,pl_orbsmaxlim,pl_orbeccen,pl_orbeccenerr1,pl_orbeccenerr2,pl_orbeccenlim,pl_cbflag,pl_facility
Kepler-538,b,Kepler-538 b,Transit,0.4669,0.0087,-0.009,0,0.041,0.034,-0.029,0,0,Kepler
Kepler-539,b,Kepler-539 b,Transit,0.4988,0.0067,-0.0067,0,0.39,,,1,0,Kepler
Kepler-539,c,Kepler-539 c,Transit Timing Variations,2.42,0.5,-0.51,0,0.5,0.1,-0.1,0,0,Kepler
Kepler-54,b,Kepler-54 b,Transit,,,,,,,,,0,Kepler
Kepler-54,c,Kepler-54 c,Transit,,,,,,,,,0,Kepler
Kepler-54,d,Kepler-54 d,Transit,0.126,,,0,,,,,0,Kepler
Kepler-540,b,Kepler-540 b,Transit,,,,,,,,,0,Kepler
Kepler-541,b,Kepler-541 b,Transit,,,,,,,,,0,Kepler
Kepler-542,b,Kepler-542 b,Transit,,,,,,,,,0,Kepler
Kepler-543,b,Kepler-543 b,Transit,,,,,,,,,0,Kepler
Kepler-544,b,Kepler-544 b,Transit,,,,,,,,,0,Kepler
Kepler-545,b,Kepler-545 b,Transit,,,,,,,,,0,Kepler
Kepler-546,b,Kepler-546 b,Transit,,,,,,,,,0,Kepler
Kepler-547,b,Kepler-547 b,Transit,,,,,,,,,0,Kepler
Kepler-548,b,Kepler-548 b,Transit,,,,,,,,,0,Kepler
Kepler-549,b,Kepler-549 b,Transit,,,,,,,,,0,Kepler
Kepler-549,c,Kepler-549 c,Transit,,,,,,,,,0,Kepler
Kepler-55,b,Kepler-55 b,Transit,,,,,,,,,0,Kepler
Kepler-55,c,Kepler-55 c,Transit,,,,,,,,,0,Kepler
Kepler-55,d,Kepler-55 d,Transit,0.029,,,0,,,,,0,Kepler
Kepler-55,e,Kepler-55 e,Transit,0.048,,,0,,,,,0,Kepler
Kepler-55,f,Kepler-55 f,Transit,0.081,,,0,,,,,0,Kepler
Kepler-550,b,Kepler-550 b,Transit,,,,,,,,,0,Kepler
Kepler-551,b,Kepler-551 b,Transit,,,,,,,,,0,Kepler
Kepler-552,b,Kepler-552 b,Transit,,,,,,,,,0,Kepler
Kepler-553,b,Kepler-553 b,Transit,,,,,,,,,0,Kepler
Kepler-553,c,Kepler-553 c,Transit,,,,,,,,,0,Kepler
Kepler-554,b,Kepler-554 b,Transit,,,,,,,,,0,Kepler
Kepler-555,b,Kepler-555 b,Transit,,,,,,,,,0,Kepler
Kepler-556,b,Kepler-556 b,Transit,,,,,,,,,0,Kepler
Kepler-557,b,Kepler-557 b,Transit,,,,,,,,,0,Kepler
Kepler-558,b,Kepler-558 b,Transit,,,,,,,,,0,Kepler
Kepler-559,b,Kepler-559 b,Transit,,,,,,,,,0,Kepler
Kepler-56,b,Kepler-56 b,Transit,0.1028,0.0037,-0.0037,0,,,,,0,Kepler
Kepler-56,c,Kepler-56 c,Transit,0.1652,0.0059,-0.0059,0,,,,,0,Kepler
Kepler-56,d,Kepler-56 d,Radial Velocity,2.16,0.08,-0.08,0,0.2,0.01,-0.01,0,0,Multiple Observatories
Kepler-560,b,Kepler-560 b,Transit,,,,,,,,,0,Kepler
Kepler-561,b,Kepler-561 b,Transit,,,,,,,,,0,Kepler
Kepler-561,c,Kepler-561 c,Transit,,,,,,,,,0,Kepler
Kepler-562,b,Kepler-562 b,Transit,,,,,,,,,0,Kepler
Kepler-563,b,Kepler-563 b,Transit,,,,,,,,,0,Kepler
Kepler-564,b,Kepler-564 b,Transit,,,,,,,,,0,Kepler
Kepler-565,b,Kepler-565 b,Transit,,,,,,,,,0,Kepler
Kepler-566,b,Kepler-566 b,Transit,,,,,,,,,0,Kepler
Kepler-567,b,Kepler-567 b,Transit,,,,,,,,,0,Kepler
Kepler-568,b,Kepler-568 b,Transit,,,,,,,,,0,Kepler
Kepler-569,b,Kepler-569 b,Transit,,,,,,,,,0,Kepler
Kepler-57,b,Kepler-57 b,Transit,,,,,,,,,0,Kepler
Kepler-57,c,Kepler-57 c,Transit,,,,,,,,,0,Kepler
Kepler-570,b,Kepler-570 b,Transit,,,,,,,,,0,Kepler
Kepler-571,b,Kepler-571 b,Transit,,,,,,,,,0,Kepler
Kepler-572,b,Kepler-572 b,Transit,,,,,,,,,0,Kepler
Kepler-573,b,Kepler-573 b,Transit,,,,,,,,,0,Kepler
Kepler-574,b,Kepler-574 b,Transit,,,,,,,,,0,Kepler
Kepler-575,b,Kepler-575 b,Transit,,,,,,,,,0,Kepler
Kepler-576,b,Kepler-576 b,Transit,,,,,,,,,0,Kepler
Kepler-577,b,Kepler-577 b,Transit,,,,,,,,,0,Kepler
Kepler-578,b,Kepler-578 b,Transit,,,,,,,,,0,Kepler
Kepler-579,b,Kepler-579 b,Transit,,,,,,,,,0,Kepler
Kepler-58,b,Kepler-58 b,Transit,,,,,,,,,0,Kepler
Kepler-58,c,Kepler-58 c,Transit,,,,,,,,,0,Kepler
Kepler-58,d,Kepler-58 d,Transit,0.236,,,0,,,,,0,Kepler
Kepler-580,b,Kepler-580 b,Transit,,,,,,,,,0,Kepler
Kepler-581,b,Kepler-581 b,Transit,,,,,,,,,0,Kepler
Kepler-582,b,Kepler-582 b,Transit,,,,,,,,,0,Kepler
Kepler-583,b,Kepler-583 b,Transit,,,,,,,,,0,Kepler
Kepler-584,b,Kepler-584 b,Transit,,,,,,,,,0,Kepler
Kepler-585,b,Kepler-585 b,Transit,,,,,,,,,0,Kepler
Kepler-586,b,Kepler-586 b,Transit,,,,,,,,,0,Kepler
Kepler-587,b,Kepler-587 b,Transit,,,,,,,,,0,Kepler
Kepler-588,b,Kepler-588 b,Transit,,,,,,,,,0,Kepler
Kepler-589,b,Kepler-589 b,Transit,,,,,,,,,0,Kepler
Kepler-59,b,Kepler-59 b,Transit,,,,,,,,,0,Kepler
Kepler-59,c,Kepler-59 c,Transit,,,,,,,,,0,Kepler
Kepler-590,b,Kepler-590 b,Transit,,,,,,,,,0,Kepler
Kepler-591,b,Kepler-591 b,Transit,,,,,,,,,0,Kepler
Kepler-592,b,Kepler-592 b,Transit,,,,,,,,,0,Kepler
Kepler-593,b,Kepler-593 b,Transit,,,,,,,,,0,Kepler
Kepler-594,b,Kepler-594 b,Transit,,,,,,,,,0,Kepler
Kepler-595,b,Kepler-595 b,Transit,,,,,,,,,0,Kepler
Kepler-596,b,Kepler-596 b,Transit,,,,,,,,,0,Kepler
Kepler-597,b,Kepler-597 b,Transit,,,,,,,,,0,Kepler
Kepler-598,b,Kepler-598 b,Transit,,,,,,,,,0,Kepler
Kepler-599,b,Kepler-599 b,Transit,,,,,,,,,0,Kepler
Kepler-6,b,Kepler-6 b,Transit,0.04852,0.00074,-0.00133,0,,,,,0,Kepler
Kepler-60,b,Kepler-60 b,Transit,,,,,,,,,0,Kepler
Kepler-60,c,Kepler-60 c,Transit,,,,,,,,,0,Kepler
Kepler-60,d,Kepler-60 d,Transit,,,,,,,,,0,Kepler
Kepler-600,b,Kepler-600 b,Transit,,,,,,,,,0,Kepler
Kepler-601,b,Kepler-601 b,Transit,,,,,,,,,0,Kepler
Kepler-602,b,Kepler-602 b,Transit,,,,,,,,,0,Kepler
Kepler-603,b,Kepler-603 b,Transit,,,,,,,,,0,Kepler
Kepler-603,c,Kepler-603 c,Transit,,,,,,,,,0,Kepler
Kepler-603,d,Kepler-603 d,Transit,,,,,,,,,0,Kepler
Kepler-604,b,Kepler-604 b,Transit,,,,,,,,,0,Kepler
Kepler-605,b,Kepler-605 b,Transit,,,,,,,,,0,Kepler
Kepler-605,c,Kepler-605 c,Transit,,,,,,,,,0,Kepler
Kepler-606,b,Kepler-606 b,Transit,,,,,,,,,0,Kepler
Kepler-607,b,Kepler-607 b,Transit,,,,,,,,,0,Kepler
Kepler-608,b,Kepler-608 b,Transit,,,,,,,,,0,Kepler
Kepler-609,b,Kepler-609 b,Transit,,,,,,,,,0,Kepler
Kepler-61,b,Kepler-61 b,Transit,,,,,0.25,,,1,0,Kepler
Kepler-610,b,Kepler-610 b,Transit,,,,,,,,,0,Kepler
Kepler-610,c,Kepler-610 c,Transit,,,,,,,,,0,Kepler
Kepler-611,b,Kepler-611 b,Transit,,,,,,,,,0,Kepler
Kepler-612,b,Kepler-612 b,Transit,,,,,,,,,0,Kepler
Kepler-613,b,Kepler-613 b,Transit,,,,,,,,,0,Kepler
Kepler-614,b,Kepler-614 b,Transit,,,,,,,,,0,Kepler
Kepler-615,b,Kepler-615 b,Transit,,,,,,,,,0,Kepler
Kepler-616,b,Kepler-616 b,Transit,,,,,,,,,0,Kepler
Kepler-616,c,Kepler-616 c,Transit,,,,,,,,,0,Kepler
Kepler-617,b,Kepler-617 b,Transit,,,,,,,,,0,Kepler
Kepler-618,b,Kepler-618 b,Transit,,,,,,,,,0,Kepler
Kepler-619,b,Kepler-619 b,Transit,,,,,,,,,0,Kepler
Kepler-619,c,Kepler-619 c,Transit,,,,,,,,,0,Kepler
Kepler-62,b,Kepler-62 b,Transit,0.0553,0.0005,-0.0005,0,,,,,0,Kepler
Kepler-62,c,Kepler-62 c,Transit,0.0929,0.0009,-0.0009,0,,,,,0,Kepler
Kepler-62,d,Kepler-62 d,Transit,0.12,0.001,-0.001,0,,,,,0,Kepler
Kepler-62,e,Kepler-62 e,Transit,0.427,0.004,-0.004,0,,,,,0,Kepler
Kepler-62,f,Kepler-62 f,Transit,0.718,0.007,-0.007,0,,,,,0,Kepler
Kepler-620,b,Kepler-620 b,Transit,,,,,,,,,0,Kepler
Kepler-621,b,Kepler-621 b,Transit,,,,,,,,,0,Kepler
Kepler-622,b,Kepler-622 b,Transit,,,,,,,,,0,Kepler
Kepler-623,b,Kepler-623 b,Transit,,,,,,,,,0,Kepler
Kepler-624,b,Kepler-624 b,Transit,,,,,,,,,0,Kepler
Kepler-625,b,Kepler-625 b,Transit,,,,,,,,,0,Kepler
Kepler-625,c,Kepler-625 c,Transit,,,,,,,,,0,Kepler
Kepler-626,b,Kepler-626 b,Transit,,,,,,,,,0,Kepler
Kepler-627,b,Kepler-627 b,Transit,,,,,,,,,0,Kepler
Kepler-628,b,Kepler-628 b,Transit,,,,,,,,,0,Kepler
Kepler-629,b,Kepler-629 b,Transit,,,,,,,,,0,Kepler
Kepler-63,b,Kepler-63 b,Transit,0.08,0.002,-0.002,0,0.45,,,1,0,Kepler
Kepler-630,b,Kepler-630 b,Transit,,,,,,,,,0,Kepler
Kepler-631,b,Kepler-631 b,Transit,,,,,,,,,0,Kepler
Kepler-632,b,Kepler-632 b,Transit,,,,,,,,,0,Kepler
Kepler-633,b,Kepler-633 b,Transit,,,,,,,,,0,Kepler
Kepler-634,b,Kepler-634 b,Transit,,,,,,,,,0,Kepler
Kepler-635,b,Kepler-635 b,Transit,,,,,,,,,0,Kepler
Kepler-636,b,Kepler-636 b,Transit,,,,,,,,,0,Kepler
Kepler-637,b,Kepler-637 b,Transit,,,,,,,,,0,Kepler
Kepler-638,b,Kepler-638 b,Transit,,,,,,,,,0,Kepler
Kepler-639,b,Kepler-639 b,Transit,,,,,,,,,0,Kepler
Kepler-640,b,Kepler-640 b,Transit,,,,,,,,,0,Kepler
Kepler-641,b,Kepler-641 b,Transit,,,,,,,,,0,Kepler
Kepler-642,b,Kepler-642 b,Transit,,,,,,,,,0,Kepler
Kepler-643,b,Kepler-643 b,Transit,,,,,,,,,0,Kepler
Kepler-644,b,Kepler-644 b,Transit,,,,,,,,,0,Kepler
Kepler-645,b,Kepler-645 b,Transit,,,,,,,,,0,Kepler
Kepler-646,b,Kepler-646 b,Transit,,,,,,,,,0,Kepler
Kepler-647,b,Kepler-647 b,Transit,,,,,,,,,0,Kepler
Kepler-648,b,Kepler-648 b,Transit,,,,,,,,,0,Kepler
Kepler-649,b,Kepler-649 b,Transit,,,,,,,,,0,Kepler
Kepler-65,b,Kepler-65 b,Transit,0.035,0.002,-0.001,0,,,,,0,Kepler
Kepler-65,c,Kepler-65 c,Transit,0.068,0.004,-0.002,0,,,,,0,Kepler
Kepler-65,d,Kepler-65 d,Transit,0.084,0.006,-0.002,0,,,,,0,Kepler
Kepler-65,e,Kepler-65 e,Radial Velocity,,,,0,0.283,0.064,-0.071,0,0,W. M. Keck Observatory
Kepler-650,b,Kepler-650 b,Transit,,,,,,,,,0,Kepler
Kepler-651,b,Kepler-651 b,Transit,,,,,,,,,0,Kepler
Kepler-652,b,Kepler-652 b,Transit,,,,,,,,,0,Kepler
Kepler-653,b,Kepler-653 b,Transit,,,,,,,,,0,Kepler
Kepler-653,c,Kepler-653 c,Transit,,,,,,,,,0,Kepler
Kepler-654,b,Kepler-654 b,Transit,,,,,,,,,0,Kepler
Kepler-655,b,Kepler-655 b,Transit,,,,,,,,,0,Kepler
Kepler-656,b,Kepler-656 b,Transit,,,,,,,,,0,Kepler
Kepler-657,b,Kepler-657 b,Transit,,,,,,,,,0,Kepler
Kepler-658,b,Kepler-658 b,Transit,,,,,,,,,0,Kepler
Kepler-659,b,Kepler-659 b,Transit,,,,,,,,,0,Kepler
Kepler-66,b,Kepler-66 b,Transit,0.1352,0.0017,-0.0017,0,,,,,0,Kepler
Kepler-660,b,Kepler-660 b,Transit,,,,,,,,,0,Kepler
Kepler-661,b,Kepler-661 b,Transit,,,,,,,,,0,Kepler
Kepler-662,b,Kepler-662 b,Transit,,,,,,,,,0,Kepler
Kepler-663,b,Kepler-663 b,Transit,,,,,,,,,0,Kepler
Kepler-664,b,Kepler-664 b,Transit,,,,,,,,,0,Kepler
Kepler-665,b,Kepler-665 b,Transit,,,,,,,,,0,Kepler
Kepler-666,b,Kepler-666 b,Transit,,,,,,,,,0,Kepler
Kepler-667,b,Kepler-667 b,Transit,,,,,,,,,0,Kepler
Kepler-668,b,Kepler-668 b,Transit,,,,,,,,,0,Kepler
Kepler-669,b,Kepler-669 b,Transit,,,,,,,,,0,Kepler
Kepler-67,b,Kepler-67 b,Transit,0.1171,0.0015,-0.0015,0,,,,,0,Kepler
Kepler-670,b,Kepler-670 b,Transit,,,,,,,,,0,Kepler
Kepler-671,b,Kepler-671 b,Transit,,,,,,,,,0,Kepler
Kepler-672,b,Kepler-672 b,Transit,,,,,,,,,0,Kepler
Kepler-673,b,Kepler-673 b,Transit,,,,,,,,,0,Kepler
Kepler-674,b,Kepler-674 b,Transit,,,,,,,,,0,Kepler
Kepler-675,b,Kepler-675 b,Transit,,,,,,,,,0,Kepler
Kepler-676,b,Kepler-676 b,Transit,,,,,,,,,0,Kepler
Kepler-677,b,Kepler-677 b,Transit,,,,,,,,,0,Kepler
Kepler-678,b,Kepler-678 b,Transit,,,,,,,,,0,Kepler
Kepler-679,b,Kepler-679 b,Transit,,,,,,,,,0,Kepler
Kepler-68,b,Kepler-68 b,Transit,,,,0,0,,,0,0,Kepler
Kepler-68,c,Kepler-68 c,Transit,,,,0,0,,,0,0,Kepler
Kepler-68,d,Kepler-68 d,Radial Velocity,,,,0,0.112,0.035,-0.034,0,0,W. M. Keck Observatory
Kepler-680,b,Kepler-680 b,Transit,,,,,,,,,0,Kepler
Kepler-681,b,Kepler-681 b,Transit,,,,,,,,,0,Kepler
Kepler-682,b,Kepler-682 b,Transit,,,,,,,,,0,Kepler
Kepler-683,b,Kepler-683 b,Transit,,,,,,,,,0,Kepler
Kepler-684,b,Kepler-684 b,Transit,,,,,,,,,0,Kepler
Kepler-685,b,Kepler-685 b,Transit,,,,,,,,,0,Kepler
Kepler-686,b,Kepler-686 b,Transit,,,,,,,,,0,Kepler
Kepler-687,b,Kepler-687 b,Transit,,,,,,,,,0,Kepler
Kepler-688,b,Kepler-688 b,Transit,,,,,,,,,0,Kepler
Kepler-689,b,Kepler-689 b,Transit,,,,,,,,,0,Kepler
Kepler-69,b,Kepler-69 b,Transit,0.094,0.023,-0.016,0,0.16,0.17,-0.001,0,0,Kepler
Kepler-69,c,Kepler-69 c,Transit,0.64,0.15,-0.11,0,0.14,0.18,-0.1,0,0,Kepler
Kepler-690,b,Kepler-690 b,Transit,,,,,,,,,0,Kepler
Kepler-691,b,Kepler-691 b,Transit,,,,,,,,,0,Kepler
Kepler-692,b,Kepler-692 b,Transit,,,,,,,,,0,Kepler
Kepler-693,b,Kepler-693 b,Transit,,,,,,,,,0,Kepler
Kepler-694,b,Kepler-694 b,Transit,,,,,,,,,0,Kepler
Kepler-695,b,Kepler-695 b,Transit,,,,,,,,,0,Kepler
Kepler-696,b,Kepler-696 b,Transit,,,,,,,,,0,Kepler
Kepler-697,b,Kepler-697 b,Transit,,,,,,,,,0,Kepler
Kepler-698,b,Kepler-698 b,Transit,,,,,,,,,0,Kepler
Kepler-699,b,Kepler-699 b,Transit,,,,,,,,,0,Kepler
Kepler-7,b,Kepler-7 b,Transit,0.06067,0.00059,-0.00059,0,,,,,0,Kepler
Kepler-700,b,Kepler-700 b,Transit,,,,,,,,,0,Kepler
Kepler-701,b,Kepler-701 b,Transit,,,,,,,,,0,Kepler
Kepler-702,b,Kepler-702 b,Transit,,,,,,,,,0,Kepler
Kepler-703,b,Kepler-703 b,Transit,,,,,,,,,0,Kepler
Kepler-704,b,Kepler-704 b,Transit,,,,,,,,,0,Kepler
Kepler-705,b,Kepler-705 b,Transit,,,,,,,,,0,Kepler
Kepler-706,b,Kepler-706 b,Transit,,,,,,,,,0,Kepler
Kepler-707,b,Kepler-707 b,Transit,,,,,,,,,0,Kepler
Kepler-708,b,Kepler-708 b,Transit,,,,,,,,,0,Kepler
Kepler-709,b,Kepler-709 b,Transit,,,,,,,,,0,Kepler
Kepler-710,b,Kepler-710 b,Transit,,,,,,,,,0,Kepler
Kepler-711,b,Kepler-711 b,Transit,,,,,,,,,0,Kepler
Kepler-712,b,Kepler-712 b,Transit,,,,,,,,,0,Kepler
Kepler-712,c,Kepler-712 c,Transit,,,,,,,,,0,Kepler
Kepler-713,b,Kepler-713 b,Transit,,,,,,,,,0,Kepler
Kepler-714,b,Kepler-714 b,Transit,,,,,,,,,0,Kepler
Kepler-715,b,Kepler-715 b,Transit,,,,,,,,,0,Kepler
Kepler-716,b,Kepler-716 b,Transit,,,,,,,,,0,Kepler
Kepler-717,b,Kepler-717 b,Transit,,,,,,,,,0,Kepler
Kepler-718,b,Kepler-718 b,Transit,,,,,,,,,0,Kepler
Kepler-719,b,Kepler-719 b,Transit,,,,,,,,,0,Kepler
Kepler-720,b,Kepler-720 b,Transit,,,,,,,,,0,Kepler
Kepler-721,b,Kepler-721 b,Transit,,,,,,,,,0,Kepler
Kepler-722,b,Kepler-722 b,Transit,,,,,,,,,0,Kepler
Kepler-722,c,Kepler-722 c,Transit,,,,,,,,,0,Kepler
Kepler-723,b,Kepler-723 b,Transit,,,,,,,,,0,Kepler
Kepler-724,b,Kepler-724 b,Transit,,,,,,,,,0,Kepler
Kepler-725,b,Kepler-725 b,Transit,,,,,,,,,0,Kepler
Kepler-726,b,Kepler-726 b,Transit,,,,,,,,,0,Kepler
Kepler-727,b,Kepler-727 b,Transit,,,,,,,,,0,Kepler
Kepler-728,b,Kepler-728 b,Transit,,,,,,,,,0,Kepler
Kepler-729,b,Kepler-729 b,Transit,,,,,,,,,0,Kepler
Kepler-730,b,Kepler-730 b,Transit,0.0694,0.0016,-0.0012,0,,,,0,0,Kepler
Kepler-730,c,Kepler-730 c,Transit,0.03997,0.00089,-0.00069,0,,,,0,0,Kepler
Kepler-731,b,Kepler-731 b,Transit,,,,,,,,,0,Kepler
Kepler-732,b,Kepler-732 b,Transit,,,,,,,,,0,Kepler
Kepler-732,c,Kepler-732 c,Transit,,,,,,,,,0,Kepler
Kepler-733,b,Kepler-733 b,Transit,,,,,,,,,0,Kepler
Kepler-734,b,Kepler-734 b,Transit,,,,,,,,,0,Kepler
Kepler-735,b,Kepler-735 b,Transit,,,,,,,,,0,Kepler
Kepler-736,b,Kepler-736 b,Transit,,,,,,,,,0,Kepler
Kepler-737,b,Kepler-737 b,Transit,,,,,,,,,0,Kepler
Kepler-738,b,Kepler-738 b,Transit,,,,,,,,,0,Kepler
Kepler-739,b,Kepler-739 b,Transit,,,,,,,,,0,Kepler
Kepler-74,b,Kepler-74 b,Transit,0.0781,0.0007,-0.0007,0,0,,,0,0,Kepler
Kepler-740,b,Kepler-740 b,Transit,,,,,,,,,0,Kepler
Kepler-741,b,Kepler-741 b,Transit,,,,,,,,,0,Kepler
Kepler-742,b,Kepler-742 b,Transit,,,,,,,,,0,Kepler
Kepler-743,b,Kepler-743 b,Transit,,,,,,,,,0,Kepler
Kepler-744,b,Kepler-744 b,Transit,,,,,,,,,0,Kepler
Kepler-745,b,Kepler-745 b,Transit,,,,,,,,,0,Kepler
Kepler-746,b,Kepler-746 b,Transit,,,,,,,,,0,Kepler
Kepler-747,b,Kepler-747 b,Transit,,,,,,,,,0,Kepler
Kepler-748,b,Kepler-748 b,Transit,,,,,,,,,0,Kepler
Kepler-749,b,Kepler-749 b,Transit,,,,,,,,,0,Kepler
Kepler-75,b,Kepler-75 b,Transit,0.0818,0.0012,-0.0012,0,0.57,0.01,-0.01,0,0,Kepler
Kepler-750,b,Kepler-750 b,Transit,,,,,,,,,0,Kepler
Kepler-750,c,Kepler-750 c,Transit,,,,,,,,,0,Kepler
Kepler-751,b,Kepler-751 b,Transit,,,,,,,,,0,Kepler
Kepler-752,b,Kepler-752 b,Transit,,,,,,,,,0,Kepler
Kepler-753,b,Kepler-753 b,Transit,,,,,,,,,0,Kepler
Kepler-754,b,Kepler-754 b,Transit,,,,,,,,,0,Kepler
Kepler-755,b,Kepler-755 b,Transit,,,,,,,,,0,Kepler
Kepler-755,c,Kepler-755 c,Transit,,,,,,,,,0,Kepler
Kepler-756,b,Kepler-756 b,Transit,,,,,,,,,0,Kepler
Kepler-757,b,Kepler-757 b,Transit,,,,,,,,,0,Kepler
Kepler-758,b,Kepler-758 b,Transit,,,,,,,,,0,Kepler
Kepler-758,c,Kepler-758 c,Transit,,,,,,,,,0,Kepler
Kepler-758,d,Kepler-758 d,Transit,,,,,,,,,0,Kepler
Kepler-758,e,Kepler-758 e,Transit,,,,,,,,,0,Kepler
Kepler-759,b,Kepler-759 b,Transit,,,,,,,,,0,Kepler
Kepler-76,b,Kepler-76 b,Orbital Brightness Modulation,0.0274,0.002,-0.0019,0,,,,,0,Kepler
Kepler-760,b,Kepler-760 b,Transit,,,,,,,,,0,Kepler
Kepler-760,c,Kepler-760 c,Transit,,,,,,,,,0,Kepler
Kepler-761,b,Kepler-761 b,Transit,,,,,,,,,0,Kepler
Kepler-762,b,Kepler-762 b,Transit,,,,,,,,,0,Kepler
Kepler-763,b,Kepler-763 b,Transit,,,,,,,,,0,Kepler
Kepler-764,b,Kepler-764 b,Transit,,,,,,,,,0,Kepler
Kepler-765,b,Kepler-765 b,Transit,,,,,,,,,0,Kepler
Kepler-766,b,Kepler-766 b,Transit,,,,,,,,,0,Kepler
Kepler-767,b,Kepler-767 b,Transit,,,,,,,,,0,Kepler
Kepler-768,b,Kepler-768 b,Transit,,,,,,,,,0,Kepler
Kepler-769,b,Kepler-769 b,Transit,,,,,,,,,0,Kepler
Kepler-769,c,Kepler-769 c,Transit,,,,,,,,,0,Kepler
Kepler-77,b,Kepler-77 b,Transit,0.04501,0.00063,-0.00063,0,0,,,0,0,Kepler
Kepler-770,b,Kepler-770 b,Transit,,,,,,,,,0,Kepler
Kepler-770,c,Kepler-770 c,Transit,,,,,,,,,0,Kepler
Kepler-770,d,Kepler-770 d,Transit,,,,,,,,,0,Kepler
Kepler-771,b,Kepler-771 b,Transit,,,,,,,,,0,Kepler
Kepler-772,b,Kepler-772 b,Transit,,,,,,,,,0,Kepler
Kepler-773,b,Kepler-773 b,Transit,,,,,,,,,0,Kepler
Kepler-774,b,Kepler-774 b,Transit,,,,,,,,,0,Kepler
Kepler-775,b,Kepler-775 b,Transit,,,,,,,,,0,Kepler
Kepler-776,b,Kepler-776 b,Transit,,,,,,,,,0,Kepler
Kepler-777,b,Kepler-777 b,Transit,,,,,,,,,0,Kepler
Kepler-778,b,Kepler-778 b,Transit,,,,,,,,,0,Kepler
Kepler-779,b,Kepler-779 b,Transit,,,,,,,,,0,Kepler
Kepler-78,b,Kepler-78 b,Transit,,,,0,,,,0,0,Kepler
Kepler-780,b,Kepler-780 b,Transit,,,,,,,,,0,Kepler
Kepler-781,b,Kepler-781 b,Transit,,,,,,,,,0,Kepler
Kepler-782,b,Kepler-782 b,Transit,,,,,,,,,0,Kepler
Kepler-783,b,Kepler-783 b,Transit,,,,,,,,,0,Kepler
Kepler-784,b,Kepler-784 b,Transit,,,,,,,,,0,Kepler
Kepler-785,b,Kepler-785 b,Transit,,,,,,,,,0,Kepler
Kepler-786,b,Kepler-786 b,Transit,,,,,,,,,0,Kepler
Kepler-787,b,Kepler-787 b,Transit,,,,,,,,,0,Kepler
Kepler-788,b,Kepler-788 b,Transit,,,,,,,,,0,Kepler
Kepler-789,b,Kepler-789 b,Transit,,,,,,,,,0,Kepler
Kepler-79,b,Kepler-79 b,Transit,0.117,0.002,-0.002,0,0.015,0.012,-0.006,0,0,Kepler
Kepler-79,c,Kepler-79 c,Transit,0.187,0.002,-0.003,0,0.03,0.027,-0.021,0,0,Kepler
Kepler-79,d,Kepler-79 d,Transit,0.287,0.004,-0.004,0,0.025,0.059,-0.023,0,0,Kepler
Kepler-79,e,Kepler-79 e,Transit,0.386,0.005,-0.005,0,0.012,0.044,-0.005,0,0,Kepler
Kepler-790,b,Kepler-790 b,Transit,,,,,,,,,0,Kepler
Kepler-791,b,Kepler-791 b,Transit,,,,,,,,,0,Kepler
Kepler-792,b,Kepler-792 b,Transit,,,,,,,,,0,Kepler
Kepler-793,b,Kepler-793 b,Transit,,,,,,,,,0,Kepler
Kepler-794,b,Kepler-794 b,Transit,,,,,,,,,0,Kepler
Kepler-795,b,Kepler-795 b,Transit,,,,,,,,,0,Kepler
Kepler-796,b,Kepler-796 b,Transit,,,,,,,,,0,Kepler
Kepler-797,b,Kepler-797 b,Transit,,,,,,,,,0,Kepler
Kepler-798,b,Kepler-798 b,Transit,,,,,,,,,0,Kepler
Kepler-799,b,Kepler-799 b,Transit,,,,,,,,,0,Kepler
Kepler-8,b,Kepler-8 b,Transit,0.0474,0.0018,-0.0021,0,,,,,0,Kepler
Kepler-80,b,Kepler-80 b,Transit,0.0648,0.0009,-0.0009,0,,,,,0,Kepler
Kepler-80,c,Kepler-80 c,Transit,0.0792,0.0011,-0.0011,0,,,,,0,Kepler
Kepler-80,d,Kepler-80 d,Transit,0.0372,0.0005,-0.0005,0,,,,,0,Kepler
Kepler-80,e,Kepler-80 e,Transit,0.0491,0.0007,-0.0007,0,,,,,0,Kepler
Kepler-80,f,Kepler-80 f,Transit,0.0175,0.0002,-0.0002,0,,,,,0,Kepler
Kepler-80,g,Kepler-80 g,Transit,,,,0,,,,0,0,Kepler
Kepler-800,b,Kepler-800 b,Transit,,,,,,,,,0,Kepler
Kepler-801,b,Kepler-801 b,Transit,,,,,,,,,0,Kepler
Kepler-802,b,Kepler-802 b,Transit,,,,,,,,,0,Kepler
Kepler-803,b,Kepler-803 b,Transit,,,,,,,,,0,Kepler
Kepler-804,b,Kepler-804 b,Transit,,,,,,,,,0,Kepler
Kepler-804,c,Kepler-804 c,Transit,,,,,,,,,0,Kepler
Kepler-805,b,Kepler-805 b,Transit,,,,,,,,,0,Kepler
Kepler-806,b,Kepler-806 b,Transit,,,,,,,,,0,Kepler
Kepler-807,b,Kepler-807 b,Transit,,,,,,,,,0,Kepler
Kepler-808,b,Kepler-808 b,Transit,,,,,,,,,0,Kepler
Kepler-809,b,Kepler-809 b,Transit,,,,,,,,,0,Kepler
